county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person_1,advance_in_person_2,provisional
Cobb,Simpson 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,223,10,190,3,19,1
Cobb,Sewell Mill 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,438,30,349,9,50,0
Cobb,Sewell Mill 03,"Public Service Commission, District 3",3,DEM,LINDY MILLER,496,24,398,25,47,2
Cobb,Smyrna 1A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,495,26,423,35,11,0
Cobb,Smyrna 2A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,753,30,641,63,18,1
Cobb,Smyrna 3A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,896,31,728,120,15,2
Cobb,Smyrna 4A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,951,78,748,92,32,1
Cobb,Smyrna 5A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,538,25,437,72,2,2
Cobb,Smyrna 6A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,930,58,773,81,18,0
Cobb,Smyrna 7A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,1156,69,835,125,124,3
Cobb,Sope Creek 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,347,22,229,1,95,0
Cobb,Sope Creek 02,"Public Service Commission, District 3",3,DEM,LINDY MILLER,570,40,392,12,125,1
Cobb,Sope Creek 03,"Public Service Commission, District 3",3,DEM,LINDY MILLER,338,23,260,1,52,2
Cobb,Sweetwater 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,401,23,321,48,7,2
Cobb,Sweetwater 02,"Public Service Commission, District 3",3,DEM,LINDY MILLER,312,42,228,32,9,1
Cobb,Terrell Mill 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,627,32,456,21,115,3
Cobb,Timber Ridge 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,335,32,218,1,84,0
Cobb,Vaughan 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,255,7,188,58,2,0
Cobb,Vinings 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,395,29,329,20,17,0
Cobb,Vinings 02,"Public Service Commission, District 3",3,DEM,LINDY MILLER,739,65,601,42,30,1
Cobb,Vinings 03,"Public Service Commission, District 3",3,DEM,LINDY MILLER,573,37,477,38,20,1
Cobb,Vinings 04,"Public Service Commission, District 3",3,DEM,LINDY MILLER,364,21,307,19,16,1
Cobb,Wade Green 02,"Public Service Commission, District 3",3,DEM,LINDY MILLER,555,42,420,19,73,1
Cobb,Willeo 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,373,21,303,4,45,0
