county,precinct,office,district,party,candidate,votes,absentee_by_mail,provisional,election_day,advance_in_person_2,advance_in_person
Gwinnett,MARTINS B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1283,80,16,714,393,80
Gwinnett,MARTINS C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1167,66,8,719,199,175
Gwinnett,PINCKNEYVILLE A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1126,76,13,639,49,349
Gwinnett,PINCKNEYVILLE B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1246,103,26,583,20,514
Gwinnett,PINCKNEYVILLE C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1064,106,3,661,36,258
Gwinnett,PINCKNEYVILLE D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,810,51,11,463,34,251
Gwinnett,SUGAR HILL A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1718,110,14,869,188,537
Gwinnett,SUGAR HILL B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2245,132,15,1223,503,372
Gwinnett,HOG MOUNTAIN A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2106,134,16,1114,514,328
Gwinnett,HOG MOUNTAIN B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2191,134,11,1099,296,651
Gwinnett,ROCKYCREEK A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2618,103,5,1220,144,1146
Gwinnett,CATES B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,819,46,3,454,175,141
Gwinnett,CATES C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1367,77,7,632,629,22
Gwinnett,HOG MOUNTAIN D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1378,95,8,735,261,279
Gwinnett,BERKSHIRE D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1482,108,5,687,61,621
Gwinnett,BERKSHIRE E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1042,70,1,500,32,439
Gwinnett,BERKSHIRE F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,909,67,10,537,71,224
Gwinnett,CATES D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1360,86,6,687,424,157
Gwinnett,035 Cates D - 04,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,315,25,3,164,57,66
Gwinnett,CATES E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1559,100,8,753,287,411
Gwinnett,PINCKNEYVILLE E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,918,48,10,608,20,232
Gwinnett,PINCKNEYVILLE F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,932,75,5,541,32,279
Gwinnett,DUNCANS D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,3022,175,10,1456,123,1258
Gwinnett,PINCKNEYVILLE H,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2303,195,12,1146,63,887
Gwinnett,BAYCREEK B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2843,184,21,1376,1220,42
Gwinnett,LAWRENCEVILLE C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1343,76,3,695,297,272
Gwinnett,MARTINS D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,875,63,12,518,88,194
Gwinnett,ROCKBRIDGE B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1912,101,10,840,859,102
Gwinnett,GARNERS B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1577,97,5,576,333,566
Gwinnett,CATES F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,926,53,4,547,281,41
Gwinnett,CATES G,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1450,98,5,700,559,88
Gwinnett,DULUTH B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1577,156,9,745,124,543
Gwinnett,GARNERS C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,946,48,4,440,41,413
Gwinnett,PINCKNEYVILLE I,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1100,68,15,600,57,360
Gwinnett,PINCKNEYVILLE J,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,954,58,20,473,33,370
Gwinnett,BERKSHIRE G,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1237,66,3,529,25,614
Gwinnett,CATES H,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1723,102,7,830,745,39
Gwinnett,SUGAR HILL C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2312,139,24,1293,483,373
Gwinnett,SUGAR HILL D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1952,111,22,1001,121,697
Gwinnett,DULUTH C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1095,73,4,559,61,398
Gwinnett,DULUTH D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2057,177,16,885,112,867
Gwinnett,PINCKNEYVILLE K,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1417,105,23,782,81,426
Gwinnett,PINCKNEYVILLE N,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1556,66,14,936,54,486
Gwinnett,LAWRENCEVILLE D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1828,110,15,879,755,69
Gwinnett,LAWRENCEVILLE E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1116,85,3,509,502,17
Gwinnett,PINCKNEYVILLE L,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1290,108,0,851,29,302
Gwinnett,PINCKNEYVILLE M,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1446,140,7,916,17,366
Gwinnett,GARNERS D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1627,94,8,740,240,545
Gwinnett,BERKSHIRE H,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,751,50,7,383,29,282
Gwinnett,PINCKNEYVILLE O,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1377,72,23,700,25,557
Gwinnett,PUCKETTS E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2284,156,27,973,133,995
Gwinnett,CATES I,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1795,119,7,944,550,175
Gwinnett,CATES J,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1771,104,9,927,195,536
Gwinnett,GOODWINS B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1815,115,5,964,558,173
Gwinnett,LAWRENCEVILLE F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1848,135,14,757,892,50
Gwinnett,MARTINS E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2144,169,50,1059,220,646
Gwinnett,PINCKNEYVILLE P,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1111,98,7,750,22,234
Gwinnett,PINCKNEYVILLE Q,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,787,35,9,536,35,172
Gwinnett,ROCKBRIDGE C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2653,173,15,1039,1281,145
Gwinnett,ROCKBRIDGE D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1832,129,20,702,951,30
Gwinnett,GOODWINS C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2337,189,12,1160,731,245
Gwinnett,BAYCREEK K,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1933,135,9,809,950,30
Gwinnett,CATES K,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1361,65,6,798,399,93
Gwinnett,BAYCREEK C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,3154,160,11,1345,1561,77
Gwinnett,CATES L,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1940,114,9,929,847,41
Gwinnett,DULUTH E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2117,144,16,1021,87,849
Gwinnett,GOODWINS D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1891,123,14,1045,618,91
Gwinnett,LAWRENCEVILLE G,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1270,80,18,670,470,32
Gwinnett,LAWRENCEVILLE H,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1954,138,10,976,634,196
Gwinnett,MARTINS F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1037,74,9,580,93,281
Gwinnett,PINCKNEYVILLE S,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1402,119,8,808,51,416
Gwinnett,ROCKBRIDGE E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1968,108,36,951,740,133
Gwinnett,SUGAR HILL E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1536,99,16,771,486,164
Gwinnett,LAWRENCEVILLE I,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1481,108,7,792,451,123
Gwinnett,BAYCREEK D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2258,137,9,997,1083,32
Gwinnett,BERKSHIRE J,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1475,78,6,663,63,665
Gwinnett,CATES M,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2155,169,5,1069,808,104
Gwinnett,CATES N,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1272,89,4,646,510,23
Gwinnett,DULUTH F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2206,155,19,1120,386,526
Gwinnett,DULUTH G,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1407,100,9,739,281,278
Gwinnett,GOODWINS E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2435,204,15,1273,797,146
Gwinnett,GOODWINS F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1420,122,10,738,496,54
Gwinnett,PINCKNEYVILLE T,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1341,128,6,756,39,412
Gwinnett,SUWANEE B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2118,118,5,732,1237,26
Gwinnett,PINCKNEYVILLE U,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1043,63,5,697,26,252
Gwinnett,PUCKETTS B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1441,73,5,672,47,644
Gwinnett,BERKSHIRE L,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1363,110,12,785,159,297
Gwinnett,ROCKBRIDGE F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2918,171,14,881,1820,32
Gwinnett,SUGAR HILL F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1817,94,13,1040,564,106
Gwinnett,SUWANEE C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2343,174,43,1043,996,87
Gwinnett,CATES O,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,711,34,1,406,109,161
Gwinnett,BAYCREEK E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1430,87,4,771,541,27
Gwinnett,BERKSHIRE M,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,882,43,4,465,30,340
Gwinnett,MARTINS G,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,988,61,8,575,313,31
Gwinnett,DULUTH H,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1344,142,3,617,101,481
Gwinnett,BERKSHIRE N,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1606,104,4,507,26,965
Gwinnett,PINCKNEYVILLE V,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,695,57,11,319,10,298
Gwinnett,PINCKNEYVILLE W,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1780,129,16,993,37,605
Gwinnett,MARTINS H,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2122,191,13,1095,623,200
Gwinnett,MARTINS I,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1479,138,12,815,229,285
Gwinnett,MARTINS J,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1621,113,15,934,238,321
Gwinnett,GARNERS F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,841,34,4,393,14,396
Gwinnett,BERKSHIRE O,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1335,92,6,731,125,381
Gwinnett,BERKSHIRE P,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,616,53,8,338,47,170
Gwinnett,PINCKNEYVILLE X,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1753,186,5,864,62,636
Gwinnett,ROCKBRIDGE G,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2740,213,35,995,1399,98
Gwinnett,PINCKNEYVILLE Y,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1216,54,20,690,55,397
Gwinnett,GOODWINS G,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1157,64,8,670,356,59
Gwinnett,PINCKNEYVILLE Z,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1032,78,2,681,23,248
Gwinnett,PINCKNEYVILLE A1,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1492,135,6,929,37,385
Gwinnett,LAWRENCEVILLE J,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,947,71,2,493,339,42
Gwinnett,GOODWINS H,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1328,94,10,700,475,49
Gwinnett,DUNCANS B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2455,130,4,1288,94,939
Gwinnett,SUWANEE D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2262,140,11,1137,895,79
Gwinnett,SUWANEE E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2177,160,18,917,1043,39
Gwinnett,LAWRENCEVILLE K,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1506,95,5,831,438,137
Gwinnett,HARBINS B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2097,78,4,836,131,1048
Gwinnett,BAYCREEK F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2231,149,9,1040,1001,32
Gwinnett,PUCKETTS C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1441,88,13,694,67,579
Gwinnett,HOG MOUNTAIN C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1861,106,3,1024,186,542
Gwinnett,ROCKYCREEK B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2377,109,8,1161,187,912
Gwinnett,DULUTH I,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2266,250,4,1065,555,392
Gwinnett,MARTINS K,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2292,155,13,1228,706,190
Gwinnett,SUWANEE H,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1975,149,15,863,903,45
Gwinnett,SUGAR HILL G,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1428,77,13,730,490,118
Gwinnett,SUWANEE F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1819,132,11,897,717,62
Gwinnett,LAWRENCEVILLE L,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2288,163,10,1119,954,42
Gwinnett,LAWRENCEVILLE M,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2831,166,18,1277,1138,232
Gwinnett,BAYCREEK G,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2799,144,13,1316,1280,46
Gwinnett,BAYCREEK H,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2982,188,7,1373,1340,74
Gwinnett,BAYCREEK I,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2562,152,10,1077,1278,45
Gwinnett,BERKSHIRE Q,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,838,43,2,449,20,324
Gwinnett,GOODWINS I,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1273,112,7,698,379,77
Gwinnett,DULUTH K,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,913,48,7,478,34,346
Gwinnett,HARBINS C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1323,67,6,757,248,245
Gwinnett,ROCKYCREEK C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2427,105,5,1118,187,1012
Gwinnett,LAWRENCEVILLE N,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1068,66,15,510,458,19
Gwinnett,PUCKETTS D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1611,116,12,739,57,687
Gwinnett,SUWANEE G,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,1793,121,12,933,647,80
Gwinnett,BAYCREEK J,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,YES,2222,143,8,1017,1010,44
Gwinnett,HARBINS A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,660,35,0,265,137,223
Gwinnett,ROCKBRIDGE A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,293,13,13,119,130,18
Gwinnett,DACULA,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,369,13,1,150,21,184
Gwinnett,SUWANEE A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,121,12,4,54,47,4
Gwinnett,BAYCREEK A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,313,9,6,172,119,7
Gwinnett,GOODWINS A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,296,19,2,171,92,12
Gwinnett,DULUTH A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,441,28,0,227,77,109
Gwinnett,DUNCANS A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,517,13,1,225,27,251
Gwinnett,PUCKETTS A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,568,20,0,213,16,319
Gwinnett,CATES A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,243,31,0,108,97,7
Gwinnett,BERKSHIRE A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,126,5,2,78,5,36
Gwinnett,BERKSHIRE B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,322,15,4,119,12,172
Gwinnett,DUNCANS C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,360,6,1,198,17,138
Gwinnett,GARNERS A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,376,17,3,178,15,163
Gwinnett,LAWRENCEVILLE A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,257,17,0,111,125,4
Gwinnett,LAWRENCEVILLE B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,367,17,2,154,188,6
Gwinnett,MARTINS A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,145,9,2,79,35,20
Gwinnett,MARTINS B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,192,11,3,112,53,13
Gwinnett,MARTINS C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,185,9,1,111,40,24
Gwinnett,PINCKNEYVILLE A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,119,5,3,68,6,37
Gwinnett,PINCKNEYVILLE B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,152,8,2,75,5,62
