county,precinct,office,district,party,candidate,total_votes
Fulton,02S,U.S. House,5,Democrat,Nikema Williams,478
Fulton,CP07E,U.S. House,5,Democrat,Nikema Williams,24
Fulton,11G,U.S. House,5,Democrat,Nikema Williams,833
Fulton,10I,U.S. House,5,Democrat,Nikema Williams,259
Fulton,01G,U.S. House,5,Democrat,Nikema Williams,1576
Fulton,11K,U.S. House,5,Democrat,Nikema Williams,1046
Fulton,02W,U.S. House,5,Democrat,Nikema Williams,678
Fulton,11M1,U.S. House,5,Democrat,Nikema Williams,886
Fulton,11N,U.S. House,5,Democrat,Nikema Williams,1369
Fulton,CP07F,U.S. House,5,Democrat,Nikema Williams,80
Fulton,06G,U.S. House,5,Democrat,Nikema Williams,310
Fulton,11E2,U.S. House,5,Democrat,Nikema Williams,611
Fulton,03B,U.S. House,5,Democrat,Nikema Williams,210
Fulton,03A,U.S. House,5,Democrat,Nikema Williams,740
Fulton,03G,U.S. House,5,Democrat,Nikema Williams,317
Fulton,EP02A,U.S. House,5,Democrat,Nikema Williams,1013
Fulton,04K,U.S. House,5,Democrat,Nikema Williams,1153
Fulton,04J,U.S. House,5,Democrat,Nikema Williams,257
Fulton,02J,U.S. House,5,Democrat,Nikema Williams,1267
Fulton,04I,U.S. House,5,Democrat,Nikema Williams,704
Fulton,04G,U.S. House,5,Democrat,Nikema Williams,446
Fulton,04F,U.S. House,5,Democrat,Nikema Williams,1271
Fulton,04D,U.S. House,5,Democrat,Nikema Williams,814
Fulton,04S,U.S. House,5,Democrat,Nikema Williams,1131
Fulton,04B,U.S. House,5,Democrat,Nikema Williams,976
Fulton,03F,U.S. House,5,Democrat,Nikema Williams,1045
Fulton,06L2,U.S. House,5,Democrat,Nikema Williams,392
Fulton,04L,U.S. House,5,Democrat,Nikema Williams,898
Fulton,CP07B,U.S. House,5,Democrat,Nikema Williams,7
Fulton,EP03A,U.S. House,5,Democrat,Nikema Williams,1992
Fulton,EP03B,U.S. House,5,Democrat,Nikema Williams,900
Fulton,EP03C,U.S. House,5,Democrat,Nikema Williams,471
Fulton,EP03D,U.S. House,5,Democrat,Nikema Williams,10
Fulton,EP04A,U.S. House,5,Democrat,Nikema Williams,1377
Fulton,03I,U.S. House,5,Democrat,Nikema Williams,793
Fulton,05A2,U.S. House,5,Democrat,Nikema Williams,2493
Fulton,09H,U.S. House,5,Democrat,Nikema Williams,529
Fulton,12A,U.S. House,5,Democrat,Nikema Williams,1081
Fulton,04M,U.S. House,5,Democrat,Nikema Williams,314
Fulton,11P,U.S. House,5,Democrat,Nikema Williams,998
Fulton,05C,U.S. House,5,Democrat,Nikema Williams,30
Fulton,03N,U.S. House,5,Democrat,Nikema Williams,1115
Fulton,06R1,U.S. House,5,Democrat,Nikema Williams,94
Fulton,03C,U.S. House,5,Democrat,Nikema Williams,790
Fulton,05B,U.S. House,5,Democrat,Nikema Williams,1079
Fulton,EP02B,U.S. House,5,Democrat,Nikema Williams,958
Fulton,CP01B,U.S. House,5,Democrat,Nikema Williams,227
Fulton,03E,U.S. House,5,Democrat,Nikema Williams,958
Fulton,09G,U.S. House,5,Democrat,Nikema Williams,377
Fulton,CP05C,U.S. House,5,Democrat,Nikema Williams,884
Fulton,EP01C,U.S. House,5,Democrat,Nikema Williams,380
Fulton,EP01B,U.S. House,5,Democrat,Nikema Williams,1085
Fulton,EP01A,U.S. House,5,Democrat,Nikema Williams,1510
Fulton,12F,U.S. House,5,Democrat,Nikema Williams,462
Fulton,04C,U.S. House,5,Democrat,Nikema Williams,61
Fulton,01R,U.S. House,5,Democrat,Nikema Williams,356
Fulton,06Q,U.S. House,5,Democrat,Nikema Williams,224
Fulton,EP02D,U.S. House,5,Democrat,Nikema Williams,379
Fulton,01J,U.S. House,5,Democrat,Nikema Williams,1403
Fulton,06N,U.S. House,5,Democrat,Nikema Williams,947
Fulton,06R,U.S. House,5,Democrat,Nikema Williams,1011
Fulton,06L1,U.S. House,5,Democrat,Nikema Williams,601
Fulton,06J,U.S. House,5,Democrat,Nikema Williams,1773
Fulton,EP04C,U.S. House,5,Democrat,Nikema Williams,231
Fulton,CP07A,U.S. House,5,Democrat,Nikema Williams,198
Fulton,01P,U.S. House,5,Democrat,Nikema Williams,594
Fulton,01I,U.S. House,5,Democrat,Nikema Williams,0
Fulton,01S,U.S. House,5,Democrat,Nikema Williams,921
Fulton,01E,U.S. House,5,Democrat,Nikema Williams,2400
Fulton,02A,U.S. House,5,Democrat,Nikema Williams,1919
Fulton,02A1,U.S. House,5,Democrat,Nikema Williams,1021
Fulton,EP02E,U.S. House,5,Democrat,Nikema Williams,642
Fulton,CP05B,U.S. House,5,Democrat,Nikema Williams,53
Fulton,08P,U.S. House,5,Democrat,Nikema Williams,509
Fulton,CP051,U.S. House,5,Democrat,Nikema Williams,39
Fulton,11H,U.S. House,5,Democrat,Nikema Williams,400
Fulton,04W,U.S. House,5,Democrat,Nikema Williams,655
Fulton,04A,U.S. House,5,Democrat,Nikema Williams,569
Fulton,03T,U.S. House,5,Democrat,Nikema Williams,673
Fulton,03S,U.S. House,5,Democrat,Nikema Williams,399
Fulton,03P2,U.S. House,5,Democrat,Nikema Williams,62
Fulton,03P1B,U.S. House,5,Democrat,Nikema Williams,0
Fulton,03P1A,U.S. House,5,Democrat,Nikema Williams,2562
Fulton,CP07D,U.S. House,5,Democrat,Nikema Williams,107
Fulton,04T,U.S. House,5,Democrat,Nikema Williams,648
Fulton,04V,U.S. House,5,Democrat,Nikema Williams,1217
Fulton,11R,U.S. House,5,Democrat,Nikema Williams,729
Fulton,01H,U.S. House,5,Democrat,Nikema Williams,415
Fulton,04X1,U.S. House,5,Democrat,Nikema Williams,1064
Fulton,06F,U.S. House,5,Democrat,Nikema Williams,1590
Fulton,06E,U.S. House,5,Democrat,Nikema Williams,1222
Fulton,03L,U.S. House,5,Democrat,Nikema Williams,217
Fulton,03M,U.S. House,5,Democrat,Nikema Williams,539
Fulton,03D,U.S. House,5,Democrat,Nikema Williams,388
Fulton,CP02,U.S. House,5,Democrat,Nikema Williams,582
Fulton,EP02C,U.S. House,5,Democrat,Nikema Williams,243
Fulton,12I,U.S. House,5,Republican,"John ""Bongo"" Salvesen",16
Fulton,01P,U.S. House,5,Republican,"John ""Bongo"" Salvesen",27
Fulton,01R,U.S. House,5,Republican,"John ""Bongo"" Salvesen",21
Fulton,01A,U.S. House,5,Republican,"John ""Bongo"" Salvesen",299
Fulton,04G,U.S. House,5,Republican,"John ""Bongo"" Salvesen",30
Fulton,04F,U.S. House,5,Republican,"John ""Bongo"" Salvesen",167
Fulton,04D,U.S. House,5,Republican,"John ""Bongo"" Salvesen",63
Fulton,04B,U.S. House,5,Republican,"John ""Bongo"" Salvesen",55
Fulton,04A,U.S. House,5,Republican,"John ""Bongo"" Salvesen",28
Fulton,03T,U.S. House,5,Republican,"John ""Bongo"" Salvesen",40
Fulton,03S,U.S. House,5,Republican,"John ""Bongo"" Salvesen",32
Fulton,CP02,U.S. House,5,Republican,"John ""Bongo"" Salvesen",109
Fulton,04I,U.S. House,5,Republican,"John ""Bongo"" Salvesen",86
Fulton,01S,U.S. House,5,Republican,"John ""Bongo"" Salvesen",86
Fulton,06E,U.S. House,5,Republican,"John ""Bongo"" Salvesen",279
Fulton,05A2,U.S. House,5,Republican,"John ""Bongo"" Salvesen",289
Fulton,EP02B,U.S. House,5,Republican,"John ""Bongo"" Salvesen",150
Fulton,02A,U.S. House,5,Republican,"John ""Bongo"" Salvesen",439
Fulton,02A1,U.S. House,5,Republican,"John ""Bongo"" Salvesen",305
Fulton,09E,U.S. House,5,Republican,"John ""Bongo"" Salvesen",144
Fulton,EP03B,U.S. House,5,Republican,"John ""Bongo"" Salvesen",55
Fulton,11E3,U.S. House,5,Republican,"John ""Bongo"" Salvesen",84
Fulton,04T,U.S. House,5,Republican,"John ""Bongo"" Salvesen",41
Fulton,CP051,U.S. House,5,Republican,"John ""Bongo"" Salvesen",3
Fulton,CP07B,U.S. House,5,Republican,"John ""Bongo"" Salvesen",1
Fulton,EP02C,U.S. House,5,Republican,"John ""Bongo"" Salvesen",47
Fulton,HP01,U.S. House,5,Republican,"John ""Bongo"" Salvesen",546
Fulton,11K,U.S. House,5,Republican,"John ""Bongo"" Salvesen",63
Fulton,11J,U.S. House,5,Republican,"John ""Bongo"" Salvesen",49
Fulton,11H,U.S. House,5,Republican,"John ""Bongo"" Salvesen",26
Fulton,11P,U.S. House,5,Republican,"John ""Bongo"" Salvesen",53
Fulton,EP02E,U.S. House,5,Republican,"John ""Bongo"" Salvesen",54
Fulton,03P2,U.S. House,5,Republican,"John ""Bongo"" Salvesen",1
Fulton,10I,U.S. House,5,Republican,"John ""Bongo"" Salvesen",11
Fulton,11E2,U.S. House,5,Republican,"John ""Bongo"" Salvesen",28
Fulton,01H,U.S. House,5,Republican,"John ""Bongo"" Salvesen",24
Fulton,11N,U.S. House,5,Republican,"John ""Bongo"" Salvesen",65
Fulton,01J,U.S. House,5,Republican,"John ""Bongo"" Salvesen",111
Fulton,09I,U.S. House,5,Republican,"John ""Bongo"" Salvesen",49
Fulton,08L,U.S. House,5,Republican,"John ""Bongo"" Salvesen",878
Fulton,10H2,U.S. House,5,Republican,"John ""Bongo"" Salvesen",67
Fulton,10J,U.S. House,5,Republican,"John ""Bongo"" Salvesen",29
Fulton,12K,U.S. House,5,Republican,"John ""Bongo"" Salvesen",129
Fulton,10F,U.S. House,5,Republican,"John ""Bongo"" Salvesen",25
Fulton,CP01B,U.S. House,5,Republican,"John ""Bongo"" Salvesen",69
Fulton,CP012,U.S. House,5,Republican,"John ""Bongo"" Salvesen",133
Fulton,12J,U.S. House,5,Republican,"John ""Bongo"" Salvesen",116
Fulton,02W,U.S. House,5,Republican,"John ""Bongo"" Salvesen",141
Fulton,02L1A,U.S. House,5,Republican,"John ""Bongo"" Salvesen",302
Fulton,12S,U.S. House,5,Republican,"John ""Bongo"" Salvesen",59
Fulton,12N,U.S. House,5,Republican,"John ""Bongo"" Salvesen",24
Fulton,02S,U.S. House,5,Republican,"John ""Bongo"" Salvesen",71
Fulton,12L,U.S. House,5,Republican,"John ""Bongo"" Salvesen",16
Fulton,10B1,U.S. House,5,Republican,"John ""Bongo"" Salvesen",26
Fulton,06R,U.S. House,5,Republican,"John ""Bongo"" Salvesen",279
Fulton,12M,U.S. House,5,Republican,"John ""Bongo"" Salvesen",119
Fulton,CP011,U.S. House,5,Republican,"John ""Bongo"" Salvesen",127
Fulton,06L1,U.S. House,5,Republican,"John ""Bongo"" Salvesen",192
Fulton,03N,U.S. House,5,Republican,"John ""Bongo"" Salvesen",90
Fulton,03A,U.S. House,5,Republican,"John ""Bongo"" Salvesen",51
Fulton,06Q,U.S. House,5,Republican,"John ""Bongo"" Salvesen",26
Fulton,04M,U.S. House,5,Republican,"John ""Bongo"" Salvesen",15
Fulton,10H1,U.S. House,5,Republican,"John ""Bongo"" Salvesen",15
Fulton,06R1,U.S. House,5,Republican,"John ""Bongo"" Salvesen",27
Fulton,05C,U.S. House,5,Republican,"John ""Bongo"" Salvesen",3
Fulton,06N,U.S. House,5,Republican,"John ""Bongo"" Salvesen",449
Fulton,05B,U.S. House,5,Republican,"John ""Bongo"" Salvesen",69
Fulton,06F,U.S. House,5,Republican,"John ""Bongo"" Salvesen",381
Fulton,02B,U.S. House,5,Republican,"John ""Bongo"" Salvesen",178
Fulton,01T,U.S. House,5,Republican,"John ""Bongo"" Salvesen",106
Fulton,11G,U.S. House,5,Republican,"John ""Bongo"" Salvesen",46
Fulton,06G,U.S. House,5,Republican,"John ""Bongo"" Salvesen",61
Fulton,08K,U.S. House,5,Republican,"John ""Bongo"" Salvesen",294
Fulton,10M,U.S. House,5,Republican,"John ""Bongo"" Salvesen",75
Fulton,EP01A,U.S. House,5,Republican,"John ""Bongo"" Salvesen",139
Fulton,05D,U.S. House,5,Republican,"John ""Bongo"" Salvesen",23
Fulton,03P1A,U.S. House,5,Republican,"John ""Bongo"" Salvesen",398
Fulton,06J,U.S. House,5,Republican,"John ""Bongo"" Salvesen",367
Fulton,CP05B,U.S. House,5,Republican,"John ""Bongo"" Salvesen",6
Fulton,CP07A,U.S. House,5,Republican,"John ""Bongo"" Salvesen",9
Fulton,09H,U.S. House,5,Republican,"John ""Bongo"" Salvesen",91
Fulton,06L2,U.S. House,5,Republican,"John ""Bongo"" Salvesen",194
Fulton,10B,U.S. House,5,Republican,"John ""Bongo"" Salvesen",73
Fulton,CP05C,U.S. House,5,Republican,"John ""Bongo"" Salvesen",61
Fulton,03E,U.S. House,5,Republican,"John ""Bongo"" Salvesen",84
Fulton,04X2,U.S. House,5,Republican,"John ""Bongo"" Salvesen",29
Fulton,04X1,U.S. House,5,Republican,"John ""Bongo"" Salvesen",87
Fulton,03D,U.S. House,5,Republican,"John ""Bongo"" Salvesen",37
Fulton,08P1,U.S. House,5,Republican,"John ""Bongo"" Salvesen",67
Fulton,EP02D,U.S. House,5,Republican,"John ""Bongo"" Salvesen",13
Fulton,03C,U.S. House,5,Republican,"John ""Bongo"" Salvesen",64
Fulton,02E,U.S. House,5,Republican,"John ""Bongo"" Salvesen",172
Fulton,12F,U.S. House,5,Republican,"John ""Bongo"" Salvesen",46
Fulton,EP04C,U.S. House,5,Republican,"John ""Bongo"" Salvesen",20
Fulton,06D2,U.S. House,5,Republican,"John ""Bongo"" Salvesen",405
Fulton,11M1,U.S. House,5,Republican,"John ""Bongo"" Salvesen",49
Fulton,EP04A,U.S. House,5,Republican,"John ""Bongo"" Salvesen",79
Fulton,CP04A,U.S. House,5,Republican,"John ""Bongo"" Salvesen",1
Fulton,12G,U.S. House,5,Republican,"John ""Bongo"" Salvesen",28
Fulton,12H1,U.S. House,5,Republican,"John ""Bongo"" Salvesen",24
Fulton,09G,U.S. House,5,Republican,"John ""Bongo"" Salvesen",92
Fulton,EP03D,U.S. House,5,Republican,"John ""Bongo"" Salvesen",1
Fulton,10R,U.S. House,5,Republican,"John ""Bongo"" Salvesen",19
Fulton,04W,U.S. House,5,Republican,"John ""Bongo"" Salvesen",12
Fulton,01B,U.S. House,5,Republican,"John ""Bongo"" Salvesen",390
Fulton,03P1B,U.S. House,5,Republican,"John ""Bongo"" Salvesen",0
Fulton,04S,U.S. House,5,Republican,"John ""Bongo"" Salvesen",69
Fulton,02L2,U.S. House,5,Republican,"John ""Bongo"" Salvesen",333
Fulton,EP01C,U.S. House,5,Republican,"John ""Bongo"" Salvesen",46
Fulton,12A,U.S. House,5,Republican,"John ""Bongo"" Salvesen",74
Fulton,10K,U.S. House,5,Republican,"John ""Bongo"" Salvesen",62
Fulton,11R,U.S. House,5,Republican,"John ""Bongo"" Salvesen",49
Fulton,EP01B,U.S. House,5,Republican,"John ""Bongo"" Salvesen",93
Fulton,02J,U.S. House,5,Republican,"John ""Bongo"" Salvesen",187
Fulton,04V,U.S. House,5,Republican,"John ""Bongo"" Salvesen",73
Fulton,12A1,U.S. House,5,Republican,"John ""Bongo"" Salvesen",140
Fulton,09D,U.S. House,5,Republican,"John ""Bongo"" Salvesen",73
Fulton,EP04D,U.S. House,5,Republican,"John ""Bongo"" Salvesen",53
Fulton,03M,U.S. House,5,Republican,"John ""Bongo"" Salvesen",108
Fulton,EP03A,U.S. House,5,Republican,"John ""Bongo"" Salvesen",160
Fulton,03L,U.S. House,5,Republican,"John ""Bongo"" Salvesen",15
Fulton,03I,U.S. House,5,Republican,"John ""Bongo"" Salvesen",156
Fulton,03G,U.S. House,5,Republican,"John ""Bongo"" Salvesen",16
Fulton,03F,U.S. House,5,Republican,"John ""Bongo"" Salvesen",205
Fulton,01I,U.S. House,5,Republican,"John ""Bongo"" Salvesen",0
Fulton,08P,U.S. House,5,Republican,"John ""Bongo"" Salvesen",120
Fulton,05K,U.S. House,5,Republican,"John ""Bongo"" Salvesen",110
Fulton,06B,U.S. House,5,Republican,"John ""Bongo"" Salvesen",248
Fulton,06D,U.S. House,5,Republican,"John ""Bongo"" Salvesen",398
Fulton,06D1,U.S. House,5,Republican,"John ""Bongo"" Salvesen",610
Fulton,01G,U.S. House,5,Republican,"John ""Bongo"" Salvesen",165
Fulton,04J,U.S. House,5,Republican,"John ""Bongo"" Salvesen",13
Fulton,04C,U.S. House,5,Republican,"John ""Bongo"" Salvesen",3
Fulton,02G,U.S. House,5,Republican,"John ""Bongo"" Salvesen",452
Fulton,12D,U.S. House,5,Republican,"John ""Bongo"" Salvesen",40
Fulton,05J,U.S. House,5,Republican,"John ""Bongo"" Salvesen",39
Fulton,02K,U.S. House,5,Republican,"John ""Bongo"" Salvesen",148
Fulton,02L1,U.S. House,5,Republican,"John ""Bongo"" Salvesen",169
Fulton,02L1B,U.S. House,5,Republican,"John ""Bongo"" Salvesen",335
Fulton,12H2,U.S. House,5,Republican,"John ""Bongo"" Salvesen",79
Fulton,12E1,U.S. House,5,Republican,"John ""Bongo"" Salvesen",51
Fulton,05A1,U.S. House,5,Republican,"John ""Bongo"" Salvesen",254
Fulton,CP04B,U.S. House,5,Republican,"John ""Bongo"" Salvesen",4
Fulton,03H,U.S. House,5,Republican,"John ""Bongo"" Salvesen",26
Fulton,10G,U.S. House,5,Republican,"John ""Bongo"" Salvesen",45
Fulton,02F2,U.S. House,5,Republican,"John ""Bongo"" Salvesen",69
Fulton,02F1,U.S. House,5,Republican,"John ""Bongo"" Salvesen",359
Fulton,EP02A,U.S. House,5,Republican,"John ""Bongo"" Salvesen",62
Fulton,EP01D,U.S. House,5,Republican,"John ""Bongo"" Salvesen",29
Fulton,03B,U.S. House,5,Republican,"John ""Bongo"" Salvesen",14
Fulton,04L,U.S. House,5,Republican,"John ""Bongo"" Salvesen",62
Fulton,04K,U.S. House,5,Republican,"John ""Bongo"" Salvesen",48
Fulton,11M,U.S. House,5,Republican,"John ""Bongo"" Salvesen",43
Fulton,05F,U.S. House,5,Republican,"John ""Bongo"" Salvesen",5
Fulton,01E,U.S. House,5,Republican,"John ""Bongo"" Salvesen",313
Fulton,EP03C,U.S. House,5,Republican,"John ""Bongo"" Salvesen",36
Fulton,01D,U.S. House,5,Republican,"John ""Bongo"" Salvesen",60
Fulton,01C,U.S. House,5,Republican,"John ""Bongo"" Salvesen",65
Fulton,CP07C,U.S. House,5,Republican,"John ""Bongo"" Salvesen",0
Fulton,CP07D,U.S. House,5,Republican,"John ""Bongo"" Salvesen",5
Fulton,CP07E,U.S. House,5,Republican,"John ""Bongo"" Salvesen",0
Fulton,CP07F,U.S. House,5,Republican,"John ""Bongo"" Salvesen",7
Fulton,02D,U.S. House,5,Republican,"John ""Bongo"" Salvesen",659
Fulton,02C,U.S. House,5,Republican,"John ""Bongo"" Salvesen",102
Fulton,01F,U.S. House,5,Republican,"John ""Bongo"" Salvesen",32
Fulton,SC19A,U.S. House,6,Democrat,Lucy McBath,133
Fulton,SC08G,U.S. House,6,Democrat,Lucy McBath,3
Fulton,SC20A,U.S. House,6,Democrat,Lucy McBath,138
Fulton,SC19C,U.S. House,6,Democrat,Lucy McBath,144
Fulton,FA01B,U.S. House,6,Democrat,Lucy McBath,3678
Fulton,FA01D,U.S. House,6,Democrat,Lucy McBath,203
Fulton,08N1,U.S. House,6,Democrat,Lucy McBath,314
Fulton,SS08B,U.S. House,6,Democrat,Lucy McBath,337
Fulton,10D1,U.S. House,6,Democrat,Lucy McBath,890
Fulton,SC08F,U.S. House,6,Democrat,Lucy McBath,393
Fulton,FC02,U.S. House,6,Democrat,Lucy McBath,18
Fulton,SC211,U.S. House,6,Democrat,Lucy McBath,1260
Fulton,SC18A,U.S. House,6,Democrat,Lucy McBath,322
Fulton,SC05B,U.S. House,6,Democrat,Lucy McBath,777
Fulton,UC02B,U.S. House,6,Democrat,Lucy McBath,9
Fulton,UC02A,U.S. House,6,Democrat,Lucy McBath,160
Fulton,08N2,U.S. House,6,Democrat,Lucy McBath,733
Fulton,UC01E,U.S. House,6,Democrat,Lucy McBath,354
Fulton,09C,U.S. House,6,Democrat,Lucy McBath,1512
Fulton,FA01A,U.S. House,6,Democrat,Lucy McBath,2139
Fulton,11C2,U.S. House,6,Democrat,Lucy McBath,1294
Fulton,09L,U.S. House,6,Democrat,Lucy McBath,404
Fulton,SC09B,U.S. House,6,Democrat,Lucy McBath,1216
Fulton,SC08D,U.S. House,6,Democrat,Lucy McBath,370
Fulton,08M,U.S. House,6,Democrat,Lucy McBath,991
Fulton,08J,U.S. House,6,Democrat,Lucy McBath,1363
Fulton,09A,U.S. House,6,Democrat,Lucy McBath,2629
Fulton,SC09A,U.S. House,6,Democrat,Lucy McBath,859
Fulton,UC01D,U.S. House,6,Democrat,Lucy McBath,0
Fulton,07M,U.S. House,6,Democrat,Lucy McBath,1078
Fulton,UC01B,U.S. House,6,Democrat,Lucy McBath,206
Fulton,09B,U.S. House,6,Democrat,Lucy McBath,218
Fulton,EP04B,U.S. House,6,Democrat,Lucy McBath,1448
Fulton,SC17A,U.S. House,6,Democrat,Lucy McBath,102
Fulton,09K1,U.S. House,6,Democrat,Lucy McBath,1330
Fulton,SS06,U.S. House,6,Democrat,Lucy McBath,441
Fulton,UC035,U.S. House,6,Democrat,Lucy McBath,0
Fulton,SS07B,U.S. House,6,Democrat,Lucy McBath,477
Fulton,SS07C,U.S. House,6,Democrat,Lucy McBath,307
Fulton,SC18D,U.S. House,6,Democrat,Lucy McBath,248
Fulton,07F,U.S. House,6,Democrat,Lucy McBath,302
Fulton,07E,U.S. House,6,Democrat,Lucy McBath,1126
Fulton,SC08K,U.S. House,6,Democrat,Lucy McBath,486
Fulton,08C,U.S. House,6,Democrat,Lucy McBath,83
Fulton,SS07D,U.S. House,6,Democrat,Lucy McBath,0
Fulton,SC11A,U.S. House,6,Democrat,Lucy McBath,927
Fulton,UC02E,U.S. House,6,Democrat,Lucy McBath,46
Fulton,SS09B,U.S. House,6,Democrat,Lucy McBath,1448
Fulton,SC17B,U.S. House,6,Democrat,Lucy McBath,0
Fulton,CP08A,U.S. House,6,Democrat,Lucy McBath,146
Fulton,SC27,U.S. House,6,Democrat,Lucy McBath,1251
Fulton,10D,U.S. House,6,Democrat,Lucy McBath,336
Fulton,09J,U.S. House,6,Democrat,Lucy McBath,0
Fulton,CP084,U.S. House,6,Democrat,Lucy McBath,0
Fulton,SS14,U.S. House,6,Democrat,Lucy McBath,475
Fulton,SC07F,U.S. House,6,Democrat,Lucy McBath,42
Fulton,07J,U.S. House,6,Democrat,Lucy McBath,1478
Fulton,SC17C,U.S. House,6,Democrat,Lucy McBath,618
Fulton,SS13A,U.S. House,6,Democrat,Lucy McBath,750
Fulton,08H,U.S. House,6,Democrat,Lucy McBath,974
Fulton,CP083,U.S. House,6,Democrat,Lucy McBath,71
Fulton,11B3,U.S. House,6,Democrat,Lucy McBath,375
Fulton,CP081,U.S. House,6,Democrat,Lucy McBath,133
Fulton,08G,U.S. House,6,Democrat,Lucy McBath,1191
Fulton,SC17D,U.S. House,6,Democrat,Lucy McBath,84
Fulton,CP06B,U.S. House,6,Democrat,Lucy McBath,0
Fulton,08F1,U.S. House,6,Democrat,Lucy McBath,786
Fulton,SC08I,U.S. House,6,Democrat,Lucy McBath,90
Fulton,CP06A,U.S. House,6,Democrat,Lucy McBath,195
Fulton,08E,U.S. House,6,Democrat,Lucy McBath,966
Fulton,11B2,U.S. House,6,Democrat,Lucy McBath,53
Fulton,11B1,U.S. House,6,Democrat,Lucy McBath,725
Fulton,11B,U.S. House,6,Democrat,Lucy McBath,1678
Fulton,10P,U.S. House,6,Democrat,Lucy McBath,627
Fulton,CP052,U.S. House,6,Democrat,Lucy McBath,2
Fulton,07D1,U.S. House,6,Democrat,Lucy McBath,896
Fulton,CH05A,U.S. House,6,Democrat,Lucy McBath,7
Fulton,SC08B,U.S. House,6,Democrat,Lucy McBath,1965
Fulton,SC18C,U.S. House,6,Democrat,Lucy McBath,1210
Fulton,CH05,U.S. House,6,Democrat,Lucy McBath,119
Fulton,SC212,U.S. House,6,Democrat,Lucy McBath,2812
Fulton,CH04A,U.S. House,6,Democrat,Lucy McBath,400
Fulton,SC11B,U.S. House,6,Democrat,Lucy McBath,1017
Fulton,07C,U.S. House,6,Democrat,Lucy McBath,2274
Fulton,07B,U.S. House,6,Democrat,Lucy McBath,1053
Fulton,SC05A,U.S. House,6,Democrat,Lucy McBath,444
Fulton,SC04,U.S. House,6,Democrat,Lucy McBath,626
Fulton,SC29C,U.S. House,6,Democrat,Lucy McBath,547
Fulton,SC07D,U.S. House,6,Democrat,Lucy McBath,594
Fulton,10D2,U.S. House,6,Democrat,Lucy McBath,692
Fulton,SC18B,U.S. House,6,Democrat,Lucy McBath,1140
Fulton,SC08J,U.S. House,6,Democrat,Lucy McBath,21
Fulton,SS13B,U.S. House,6,Democrat,Lucy McBath,593
Fulton,07A,U.S. House,6,Democrat,Lucy McBath,997
Fulton,SC02,U.S. House,6,Democrat,Lucy McBath,489
Fulton,SC01D,U.S. House,6,Democrat,Lucy McBath,54
Fulton,SC23A,U.S. House,6,Democrat,Lucy McBath,2102
Fulton,FA01C,U.S. House,6,Democrat,Lucy McBath,405
Fulton,09M,U.S. House,6,Democrat,Lucy McBath,1774
Fulton,10C,U.S. House,6,Democrat,Lucy McBath,1099
Fulton,SC29A,U.S. House,6,Democrat,Lucy McBath,1059
Fulton,SC13,U.S. House,6,Democrat,Lucy McBath,1315
Fulton,SC05D,U.S. House,6,Democrat,Lucy McBath,1231
Fulton,06I,U.S. House,6,Democrat,Lucy McBath,1883
Fulton,UC01A,U.S. House,6,Democrat,Lucy McBath,1720
Fulton,10A,U.S. House,6,Democrat,Lucy McBath,1620
Fulton,SC05E,U.S. House,6,Democrat,Lucy McBath,350
Fulton,09N,U.S. House,6,Democrat,Lucy McBath,2194
Fulton,SS31,U.S. House,6,Democrat,Lucy McBath,780
Fulton,SS08A,U.S. House,6,Democrat,Lucy McBath,865
Fulton,UC02C,U.S. House,6,Democrat,Lucy McBath,48
Fulton,10E,U.S. House,6,Democrat,Lucy McBath,573
Fulton,UC02D,U.S. House,6,Democrat,Lucy McBath,2416
Fulton,07D,U.S. House,6,Democrat,Lucy McBath,1119
Fulton,08B,U.S. House,6,Democrat,Lucy McBath,1409
Fulton,SC08E,U.S. House,6,Democrat,Lucy McBath,393
Fulton,08C1,U.S. House,6,Democrat,Lucy McBath,366
Fulton,SC05G,U.S. House,6,Democrat,Lucy McBath,1105
Fulton,UC02F,U.S. House,6,Democrat,Lucy McBath,333
Fulton,SS11C,U.S. House,6,Democrat,Lucy McBath,219
Fulton,UC02G,U.S. House,6,Democrat,Lucy McBath,2676
Fulton,SC05J,U.S. House,6,Democrat,Lucy McBath,18
Fulton,SC07A,U.S. House,6,Democrat,Lucy McBath,2623
Fulton,07N,U.S. House,6,Democrat,Lucy McBath,924
Fulton,SC07C,U.S. House,6,Democrat,Lucy McBath,6
Fulton,SC07E,U.S. House,6,Democrat,Lucy McBath,1144
Fulton,SC09C,U.S. House,6,Democrat,Lucy McBath,937
Fulton,PA01,U.S. House,6,Democrat,Lucy McBath,1550
Fulton,SS09A,U.S. House,6,Democrat,Lucy McBath,1155
Fulton,SC23D,U.S. House,6,Democrat,Lucy McBath,138
Fulton,SC23C,U.S. House,6,Democrat,Lucy McBath,1240
Fulton,SC23B,U.S. House,6,Democrat,Lucy McBath,305
Fulton,SC15A,U.S. House,6,Democrat,Lucy McBath,1907
Fulton,CH03,U.S. House,6,Democrat,Lucy McBath,112
Fulton,CH02A,U.S. House,6,Democrat,Lucy McBath,16
Fulton,CH02,U.S. House,6,Democrat,Lucy McBath,219
Fulton,SS11A,U.S. House,6,Democrat,Lucy McBath,1684
Fulton,SC15,U.S. House,6,Democrat,Lucy McBath,2488
Fulton,SC14A,U.S. House,6,Democrat,Lucy McBath,481
