office,candidate,party,county,votes,district
Appeals Court Judge,Sheffield,NP,Atkinson,610,Ruffin
Appeals Court Judge,Totals,Total,Atkinson,997,Ruffin
Appeals Court Judge,Doyle,NP,Bacon,622,Ruffin
Appeals Court Judge,Sheffield,NP,Bacon,820,Ruffin
Appeals Court Judge,Totals,Total,Bacon,1442,Ruffin
Appeals Court Judge,Doyle,NP,Baker,310,Ruffin
Appeals Court Judge,Sheffield,NP,Baker,403,Ruffin
Appeals Court Judge,Totals,Total,Baker,713,Ruffin
Appeals Court Judge,Doyle,NP,Baldwin,3249,Ruffin
Appeals Court Judge,Sheffield,NP,Baldwin,3732,Ruffin
Appeals Court Judge,Totals,Total,Baldwin,6981,Ruffin
Appeals Court Judge,Doyle,NP,Banks,1305,Ruffin
Appeals Court Judge,Sheffield,NP,Banks,1804,Ruffin
Appeals Court Judge,Totals,Total,Banks,3109,Ruffin
Appeals Court Judge,Doyle,NP,Barrow,5053,Ruffin
Appeals Court Judge,Sheffield,NP,Barrow,5805,Ruffin
Appeals Court Judge,Totals,Total,Barrow,10858,Ruffin
Appeals Court Judge,Doyle,NP,Bartow,7108,Ruffin
Appeals Court Judge,Sheffield,NP,Bartow,8343,Ruffin
Appeals Court Judge,Totals,Total,Bartow,15451,Ruffin
Appeals Court Judge,Doyle,NP,Ben hill,1137,Ruffin
Appeals Court Judge,Sheffield,NP,Ben hill,1371,Ruffin
Appeals Court Judge,Totals,Total,Ben hill,2508,Ruffin
Appeals Court Judge,Doyle,NP,Berrien,1510,Ruffin
Appeals Court Judge,Sheffield,NP,Berrien,1212,Ruffin
Appeals Court Judge,Totals,Total,Berrien,2722,Ruffin
Appeals Court Judge,Doyle,NP,Bibb,13268,Ruffin
Appeals Court Judge,Sheffield,NP,Bibb,15068,Ruffin
Appeals Court Judge,Totals,Total,Bibb,28336,Ruffin
Appeals Court Judge,Doyle,NP,Bleckley,922,Ruffin
Appeals Court Judge,Sheffield,NP,Bleckley,1211,Ruffin
Appeals Court Judge,Totals,Total,Bleckley,2133,Ruffin
Appeals Court Judge,Doyle,NP,Brantley,808,Ruffin
Appeals Court Judge,Sheffield,NP,Brantley,1315,Ruffin
Appeals Court Judge,Totals,Total,Brantley,2123,Ruffin
Appeals Court Judge,Doyle,NP,Brooks,1116,Ruffin
Appeals Court Judge,Sheffield,NP,Brooks,1340,Ruffin
Appeals Court Judge,Totals,Total,Brooks,2456,Ruffin
Appeals Court Judge,Doyle,NP,Bryan,2723,Ruffin
Appeals Court Judge,Sheffield,NP,Bryan,2139,Ruffin
Appeals Court Judge,Totals,Total,Bryan,4862,Ruffin
Appeals Court Judge,Doyle,NP,Bulloch,4580,Ruffin
Appeals Court Judge,Sheffield,NP,Bulloch,4438,Ruffin
Appeals Court Judge,Totals,Total,Bulloch,9018,Ruffin
Appeals Court Judge,Doyle,NP,Burke,1965,Ruffin
Appeals Court Judge,Sheffield,NP,Burke,1907,Ruffin
Appeals Court Judge,Totals,Total,Burke,3872,Ruffin
Appeals Court Judge,Doyle,NP,Butts,1959,Ruffin
Appeals Court Judge,Sheffield,NP,Butts,2173,Ruffin
Appeals Court Judge,Totals,Total,Butts,4132,Ruffin
Appeals Court Judge,Doyle,NP,Calhoun,407,Ruffin
Appeals Court Judge,Sheffield,NP,Calhoun,591,Ruffin
Appeals Court Judge,Totals,Total,Calhoun,998,Ruffin
Appeals Court Judge,Doyle,NP,Camden,2963,Ruffin
Appeals Court Judge,Sheffield,NP,Camden,2640,Ruffin
Appeals Court Judge,Totals,Total,Camden,5603,Ruffin
Appeals Court Judge,Doyle,NP,Candler,727,Ruffin
Appeals Court Judge,Sheffield,NP,Candler,652,Ruffin
Appeals Court Judge,Totals,Total,Candler,1379,Ruffin
Appeals Court Judge,Doyle,NP,Carroll,9504,Ruffin
Appeals Court Judge,Sheffield,NP,Carroll,9612,Ruffin
Appeals Court Judge,Totals,Total,Carroll,19116,Ruffin
Appeals Court Judge,Doyle,NP,Catoosa,4757,Ruffin
Appeals Court Judge,Sheffield,NP,Catoosa,4582,Ruffin
Appeals Court Judge,Totals,Total,Catoosa,9339,Ruffin
Appeals Court Judge,Doyle,NP,Charlton,400,Ruffin
Appeals Court Judge,Sheffield,NP,Charlton,786,Ruffin
Appeals Court Judge,Totals,Total,Charlton,1186,Ruffin
Appeals Court Judge,Doyle,NP,Chatham,27520,Ruffin
Appeals Court Judge,Sheffield,NP,Chatham,19437,Ruffin
Appeals Court Judge,Totals,Total,Chatham,46957,Ruffin
Appeals Court Judge,Doyle,NP,Chattahoochee,293,Ruffin
Appeals Court Judge,Sheffield,NP,Chattahoochee,241,Ruffin
Appeals Court Judge,Totals,Total,Chattahoochee,534,Ruffin
Appeals Court Judge,Doyle,NP,Chattooga,1522,Ruffin
Appeals Court Judge,Sheffield,NP,Chattooga,1632,Ruffin
Appeals Court Judge,Totals,Total,Chattooga,3154,Ruffin
Appeals Court Judge,Doyle,NP,Cherokee,22987,Ruffin
Appeals Court Judge,Sheffield,NP,Cherokee,19483,Ruffin
Appeals Court Judge,Totals,Total,Cherokee,42470,Ruffin
Appeals Court Judge,Doyle,NP,Clarke,10728,Ruffin
Appeals Court Judge,Sheffield,NP,Clarke,7535,Ruffin
Appeals Court Judge,Totals,Total,Clarke,18263,Ruffin
Appeals Court Judge,Doyle,NP,Clay,293,Ruffin
Appeals Court Judge,Sheffield,NP,Clay,293,Ruffin
Appeals Court Judge,Totals,Total,Clay,586,Ruffin
Appeals Court Judge,Doyle,NP,Clayton,20248,Ruffin
Appeals Court Judge,Sheffield,NP,Clayton,23283,Ruffin
Appeals Court Judge,Totals,Total,Clayton,43531,Ruffin
Appeals Court Judge,Doyle,NP,Clinch,424,Ruffin
Appeals Court Judge,Sheffield,NP,Clinch,396,Ruffin
Appeals Court Judge,Totals,Total,Clinch,820,Ruffin
Appeals Court Judge,Doyle,NP,Cobb,88225,Ruffin
Appeals Court Judge,Sheffield,NP,Cobb,60733,Ruffin
Appeals Court Judge,Totals,Total,Cobb,148958,Ruffin
Appeals Court Judge,Doyle,NP,Coffee,2052,Ruffin
Appeals Court Judge,Sheffield,NP,Coffee,3181,Ruffin
Appeals Court Judge,Totals,Total,Coffee,5233,Ruffin
Appeals Court Judge,Doyle,NP,Colquitt,3573,Ruffin
Appeals Court Judge,Sheffield,NP,Colquitt,2725,Ruffin
Appeals Court Judge,Totals,Total,Colquitt,6298,Ruffin
Appeals Court Judge,Doyle,NP,Columbia,12224,Ruffin
Appeals Court Judge,Sheffield,NP,Columbia,12826,Ruffin
Appeals Court Judge,Totals,Total,Columbia,25050,Ruffin
Appeals Court Judge,Doyle,NP,Cook,1485,Ruffin
Appeals Court Judge,Sheffield,NP,Cook,1640,Ruffin
Appeals Court Judge,Totals,Total,Cook,3125,Ruffin
Appeals Court Judge,Doyle,NP,Coweta,11982,Ruffin
Appeals Court Judge,Sheffield,NP,Coweta,12841,Ruffin
Appeals Court Judge,Totals,Total,Coweta,24823,Ruffin
Appeals Court Judge,Doyle,NP,Crawford,1210,Ruffin
Appeals Court Judge,Sheffield,NP,Crawford,1132,Ruffin
Appeals Court Judge,Totals,Total,Crawford,2342,Ruffin
Appeals Court Judge,Doyle,NP,Crisp,1534,Ruffin
Appeals Court Judge,Sheffield,NP,Crisp,1291,Ruffin
Appeals Court Judge,Totals,Total,Crisp,2825,Ruffin
Appeals Court Judge,Doyle,NP,Dade,1520,Ruffin
Appeals Court Judge,Sheffield,NP,Dade,1219,Ruffin
Appeals Court Judge,Totals,Total,Dade,2739,Ruffin
Appeals Court Judge,Doyle,NP,Dawson,2391,Ruffin
Appeals Court Judge,Sheffield,NP,Dawson,2472,Ruffin
Appeals Court Judge,Totals,Total,Dawson,4863,Ruffin
Appeals Court Judge,Doyle,NP,Decatur,1590,Ruffin
Appeals Court Judge,Sheffield,NP,Decatur,1999,Ruffin
Appeals Court Judge,Totals,Total,Decatur,3589,Ruffin
Appeals Court Judge,Doyle,NP,Dekalb,77511,Ruffin
Appeals Court Judge,Sheffield,NP,Dekalb,67877,Ruffin
Appeals Court Judge,Totals,Total,Dekalb,145388,Ruffin
Appeals Court Judge,Doyle,NP,Dodge,1950,Ruffin
Appeals Court Judge,Sheffield,NP,Dodge,3244,Ruffin
Appeals Court Judge,Totals,Total,Dodge,5194,Ruffin
Appeals Court Judge,Doyle,NP,Dooly,819,Ruffin
Appeals Court Judge,Sheffield,NP,Dooly,914,Ruffin
Appeals Court Judge,Totals,Total,Dooly,1733,Ruffin
Appeals Court Judge,Doyle,NP,Dougherty,9118,Ruffin
Appeals Court Judge,Sheffield,NP,Dougherty,8886,Ruffin
Appeals Court Judge,Totals,Total,Dougherty,18004,Ruffin
Appeals Court Judge,Doyle,NP,Douglas,11466,Ruffin
Appeals Court Judge,Sheffield,NP,Douglas,12827,Ruffin
Appeals Court Judge,Totals,Total,Douglas,24293,Ruffin
Appeals Court Judge,Doyle,NP,Early,989,Ruffin
Appeals Court Judge,Sheffield,NP,Early,1606,Ruffin
Appeals Court Judge,Totals,Total,Early,2595,Ruffin
Appeals Court Judge,Doyle,NP,Echols,212,Ruffin
Appeals Court Judge,Sheffield,NP,Echols,169,Ruffin
Appeals Court Judge,Totals,Total,Echols,381,Ruffin
Appeals Court Judge,Doyle,NP,Effingham,4312,Ruffin
Appeals Court Judge,Sheffield,NP,Effingham,4341,Ruffin
Appeals Court Judge,Totals,Total,Effingham,8653,Ruffin
Appeals Court Judge,Doyle,NP,Elbert,1277,Ruffin
Appeals Court Judge,Sheffield,NP,Elbert,1723,Ruffin
Appeals Court Judge,Totals,Total,Elbert,3000,Ruffin
Appeals Court Judge,Doyle,NP,Emanuel,1483,Ruffin
Appeals Court Judge,Sheffield,NP,Emanuel,1378,Ruffin
Appeals Court Judge,Totals,Total,Emanuel,2861,Ruffin
Appeals Court Judge,Doyle,NP,Evans,778,Ruffin
Appeals Court Judge,Sheffield,NP,Evans,771,Ruffin
Appeals Court Judge,Totals,Total,Evans,1549,Ruffin
Appeals Court Judge,Doyle,NP,Fannin,2469,Ruffin
Appeals Court Judge,Sheffield,NP,Fannin,2053,Ruffin
Appeals Court Judge,Totals,Total,Fannin,4522,Ruffin
Appeals Court Judge,Doyle,NP,Fayette,15017,Ruffin
Appeals Court Judge,Sheffield,NP,Fayette,15192,Ruffin
Appeals Court Judge,Totals,Total,Fayette,30209,Ruffin
Appeals Court Judge,Doyle,NP,Floyd,7137,Ruffin
Appeals Court Judge,Sheffield,NP,Floyd,6912,Ruffin
Appeals Court Judge,Totals,Total,Floyd,14049,Ruffin
Appeals Court Judge,Doyle,NP,Forsyth,18508,Ruffin
Appeals Court Judge,Sheffield,NP,Forsyth,17166,Ruffin
Appeals Court Judge,Totals,Total,Forsyth,35674,Ruffin
Appeals Court Judge,Doyle,NP,Franklin,1403,Ruffin
Appeals Court Judge,Sheffield,NP,Franklin,1918,Ruffin
Appeals Court Judge,Totals,Total,Franklin,3321,Ruffin
Appeals Court Judge,Doyle,NP,Fulton,95892,Ruffin
Appeals Court Judge,Sheffield,NP,Fulton,74214,Ruffin
Appeals Court Judge,Totals,Total,Fulton,170106,Ruffin
Appeals Court Judge,Doyle,NP,Gilmer,2962,Ruffin
Appeals Court Judge,Sheffield,NP,Gilmer,2287,Ruffin
Appeals Court Judge,Totals,Total,Gilmer,5249,Ruffin
Appeals Court Judge,Doyle,NP,Glascock,301,Ruffin
Appeals Court Judge,Sheffield,NP,Glascock,312,Ruffin
Appeals Court Judge,Totals,Total,Glascock,613,Ruffin
Appeals Court Judge,Doyle,NP,Glynn,6972,Ruffin
Appeals Court Judge,Sheffield,NP,Glynn,6505,Ruffin
Appeals Court Judge,Totals,Total,Glynn,13477,Ruffin
Appeals Court Judge,Doyle,NP,Gordon,3510,Ruffin
Appeals Court Judge,Sheffield,NP,Gordon,4103,Ruffin
Appeals Court Judge,Totals,Total,Gordon,7613,Ruffin
Appeals Court Judge,Doyle,NP,Grady,1763,Ruffin
Appeals Court Judge,Sheffield,NP,Grady,1624,Ruffin
Appeals Court Judge,Totals,Total,Grady,3387,Ruffin
Appeals Court Judge,Doyle,NP,Greene,2059,Ruffin
Appeals Court Judge,Sheffield,NP,Greene,1989,Ruffin
Appeals Court Judge,Totals,Total,Greene,4048,Ruffin
Appeals Court Judge,Doyle,NP,Gwinnett,68894,Ruffin
Appeals Court Judge,Sheffield,NP,Gwinnett,68455,Ruffin
Appeals Court Judge,Totals,Total,Gwinnett,137349,Ruffin
Appeals Court Judge,Doyle,NP,Habersham,3377,Ruffin
Appeals Court Judge,Sheffield,NP,Habersham,3779,Ruffin
Appeals Court Judge,Totals,Total,Habersham,7156,Ruffin
Appeals Court Judge,Doyle,NP,Hall,13697,Ruffin
Appeals Court Judge,Sheffield,NP,Hall,14989,Ruffin
Appeals Court Judge,Totals,Total,Hall,28686,Ruffin
Appeals Court Judge,Doyle,NP,Hancock,613,Ruffin
Appeals Court Judge,Sheffield,NP,Hancock,767,Ruffin
Appeals Court Judge,Totals,Total,Hancock,1380,Ruffin
Appeals Court Judge,Doyle,NP,Haralson,2334,Ruffin
Appeals Court Judge,Sheffield,NP,Haralson,2609,Ruffin
Appeals Court Judge,Totals,Total,Haralson,4943,Ruffin
Appeals Court Judge,Doyle,NP,Harris,3600,Ruffin
Appeals Court Judge,Sheffield,NP,Harris,2956,Ruffin
Appeals Court Judge,Totals,Total,Harris,6556,Ruffin
Appeals Court Judge,Doyle,NP,Hart,1449,Ruffin
Appeals Court Judge,Sheffield,NP,Hart,2087,Ruffin
Appeals Court Judge,Totals,Total,Hart,3536,Ruffin
Appeals Court Judge,Doyle,NP,Heard,970,Ruffin
Appeals Court Judge,Sheffield,NP,Heard,853,Ruffin
Appeals Court Judge,Totals,Total,Heard,1823,Ruffin
Appeals Court Judge,Doyle,NP,Henry,18560,Ruffin
Appeals Court Judge,Sheffield,NP,Henry,19835,Ruffin
Appeals Court Judge,Totals,Total,Henry,38395,Ruffin
Appeals Court Judge,Doyle,NP,Houston,13101,Ruffin
Appeals Court Judge,Sheffield,NP,Houston,10219,Ruffin
Appeals Court Judge,Totals,Total,Houston,23320,Ruffin
Appeals Court Judge,Doyle,NP,Irwin,755,Ruffin
Appeals Court Judge,Sheffield,NP,Irwin,1034,Ruffin
Appeals Court Judge,Totals,Total,Irwin,1789,Ruffin
Appeals Court Judge,Doyle,NP,Jackson,5186,Ruffin
Appeals Court Judge,Sheffield,NP,Jackson,5884,Ruffin
Appeals Court Judge,Totals,Total,Jackson,11070,Ruffin
Appeals Court Judge,Doyle,NP,Jasper,1463,Ruffin
Appeals Court Judge,Sheffield,NP,Jasper,1416,Ruffin
Appeals Court Judge,Totals,Total,Jasper,2879,Ruffin
Appeals Court Judge,Doyle,NP,Jeff davis,1660,Ruffin
Appeals Court Judge,Sheffield,NP,Jeff davis,1500,Ruffin
Appeals Court Judge,Totals,Total,Jeff davis,3160,Ruffin
Appeals Court Judge,Doyle,NP,Jefferson,1567,Ruffin
Appeals Court Judge,Sheffield,NP,Jefferson,1232,Ruffin
Appeals Court Judge,Totals,Total,Jefferson,2799,Ruffin
Appeals Court Judge,Doyle,NP,Jenkins,618,Ruffin
Appeals Court Judge,Sheffield,NP,Jenkins,656,Ruffin
Appeals Court Judge,Totals,Total,Jenkins,1274,Ruffin
Appeals Court Judge,Doyle,NP,Johnson,690,Ruffin
Appeals Court Judge,Sheffield,NP,Johnson,793,Ruffin
Appeals Court Judge,Totals,Total,Johnson,1483,Ruffin
Appeals Court Judge,Doyle,NP,Jones,2572,Ruffin
Appeals Court Judge,Sheffield,NP,Jones,3072,Ruffin
Appeals Court Judge,Totals,Total,Jones,5644,Ruffin
Appeals Court Judge,Doyle,NP,Lamar,1554,Ruffin
Appeals Court Judge,Sheffield,NP,Lamar,1978,Ruffin
Appeals Court Judge,Totals,Total,Lamar,3532,Ruffin
Appeals Court Judge,Doyle,NP,Lanier,524,Ruffin
Appeals Court Judge,Sheffield,NP,Lanier,399,Ruffin
Appeals Court Judge,Totals,Total,Lanier,923,Ruffin
Appeals Court Judge,Doyle,NP,Laurens,3953,Ruffin
Appeals Court Judge,Sheffield,NP,Laurens,4438,Ruffin
Appeals Court Judge,Totals,Total,Laurens,8391,Ruffin
Appeals Court Judge,Doyle,NP,Lee,3193,Ruffin
Appeals Court Judge,Sheffield,NP,Lee,2786,Ruffin
Appeals Court Judge,Totals,Total,Lee,5979,Ruffin
Appeals Court Judge,Doyle,NP,Liberty,3158,Ruffin
Appeals Court Judge,Sheffield,NP,Liberty,2329,Ruffin
Appeals Court Judge,Totals,Total,Liberty,5487,Ruffin
Appeals Court Judge,Doyle,NP,Lincoln,810,Ruffin
Appeals Court Judge,Sheffield,NP,Lincoln,830,Ruffin
Appeals Court Judge,Totals,Total,Lincoln,1640,Ruffin
Appeals Court Judge,Doyle,NP,Long,546,Ruffin
Appeals Court Judge,Sheffield,NP,Long,491,Ruffin
Appeals Court Judge,Totals,Total,Long,1037,Ruffin
Appeals Court Judge,Doyle,NP,Lowndes,8818,Ruffin
Appeals Court Judge,Sheffield,NP,Lowndes,5952,Ruffin
Appeals Court Judge,Totals,Total,Lowndes,14770,Ruffin
Appeals Court Judge,Doyle,NP,Lumpkin,2372,Ruffin
Appeals Court Judge,Sheffield,NP,Lumpkin,2886,Ruffin
Appeals Court Judge,Totals,Total,Lumpkin,5258,Ruffin
Appeals Court Judge,Doyle,NP,Macon,890,Ruffin
Appeals Court Judge,Sheffield,NP,Macon,969,Ruffin
Appeals Court Judge,Totals,Total,Macon,1859,Ruffin
Appeals Court Judge,Doyle,NP,Madison,2325,Ruffin
Appeals Court Judge,Sheffield,NP,Madison,2901,Ruffin
Appeals Court Judge,Totals,Total,Madison,5226,Ruffin
Appeals Court Judge,Doyle,NP,Marion,594,Ruffin
Appeals Court Judge,Sheffield,NP,Marion,586,Ruffin
Appeals Court Judge,Totals,Total,Marion,1180,Ruffin
Appeals Court Judge,Doyle,NP,Mcduffie,1987,Ruffin
Appeals Court Judge,Sheffield,NP,Mcduffie,2170,Ruffin
Appeals Court Judge,Totals,Total,Mcduffie,4157,Ruffin
Appeals Court Judge,Doyle,NP,Mcintosh,1264,Ruffin
Appeals Court Judge,Sheffield,NP,Mcintosh,1114,Ruffin
Appeals Court Judge,Totals,Total,Mcintosh,2378,Ruffin
Appeals Court Judge,Doyle,NP,Meriwether,2165,Ruffin
Appeals Court Judge,Sheffield,NP,Meriwether,2129,Ruffin
Appeals Court Judge,Totals,Total,Meriwether,4294,Ruffin
Appeals Court Judge,Doyle,NP,Miller,340,Ruffin
Appeals Court Judge,Sheffield,NP,Miller,604,Ruffin
Appeals Court Judge,Totals,Total,Miller,944,Ruffin
Appeals Court Judge,Doyle,NP,Mitchell,1922,Ruffin
Appeals Court Judge,Sheffield,NP,Mitchell,2024,Ruffin
Appeals Court Judge,Totals,Total,Mitchell,3946,Ruffin
Appeals Court Judge,Doyle,NP,Monroe,2708,Ruffin
Appeals Court Judge,Sheffield,NP,Monroe,3101,Ruffin
Appeals Court Judge,Totals,Total,Monroe,5809,Ruffin
Appeals Court Judge,Doyle,NP,Montgomery,876,Ruffin
Appeals Court Judge,Sheffield,NP,Montgomery,671,Ruffin
Appeals Court Judge,Totals,Total,Montgomery,1547,Ruffin
Appeals Court Judge,Doyle,NP,Morgan,2195,Ruffin
Appeals Court Judge,Sheffield,NP,Morgan,2187,Ruffin
Appeals Court Judge,Totals,Total,Morgan,4382,Ruffin
Appeals Court Judge,Doyle,NP,Murray,2038,Ruffin
Appeals Court Judge,Sheffield,NP,Murray,1585,Ruffin
Appeals Court Judge,Totals,Total,Murray,3623,Ruffin
Appeals Court Judge,Doyle,NP,Muscogee,14714,Ruffin
Appeals Court Judge,Sheffield,NP,Muscogee,13922,Ruffin
Appeals Court Judge,Totals,Total,Muscogee,28636,Ruffin
Appeals Court Judge,Doyle,NP,Newton,9348,Ruffin
Appeals Court Judge,Sheffield,NP,Newton,9132,Ruffin
Appeals Court Judge,Totals,Total,Newton,18480,Ruffin
Appeals Court Judge,Doyle,NP,Oconee,4089,Ruffin
Appeals Court Judge,Sheffield,NP,Oconee,4343,Ruffin
Appeals Court Judge,Totals,Total,Oconee,8432,Ruffin
Appeals Court Judge,Doyle,NP,Oglethorpe,1464,Ruffin
Appeals Court Judge,Sheffield,NP,Oglethorpe,1590,Ruffin
Appeals Court Judge,Totals,Total,Oglethorpe,3054,Ruffin
Appeals Court Judge,Doyle,NP,Paulding,11441,Ruffin
Appeals Court Judge,Sheffield,NP,Paulding,10810,Ruffin
Appeals Court Judge,Totals,Total,Paulding,22251,Ruffin
Appeals Court Judge,Doyle,NP,Peach,1934,Ruffin
Appeals Court Judge,Sheffield,NP,Peach,2228,Ruffin
Appeals Court Judge,Totals,Total,Peach,4162,Ruffin
Appeals Court Judge,Doyle,NP,Pickens,3339,Ruffin
Appeals Court Judge,Sheffield,NP,Pickens,2590,Ruffin
Appeals Court Judge,Totals,Total,Pickens,5929,Ruffin
Appeals Court Judge,Doyle,NP,Pierce,988,Ruffin
Appeals Court Judge,Sheffield,NP,Pierce,1895,Ruffin
Appeals Court Judge,Totals,Total,Pierce,2883,Ruffin
Appeals Court Judge,Doyle,NP,Pike,1799,Ruffin
Appeals Court Judge,Sheffield,NP,Pike,2109,Ruffin
Appeals Court Judge,Totals,Total,Pike,3908,Ruffin
Appeals Court Judge,Doyle,NP,Polk,3086,Ruffin
Appeals Court Judge,Sheffield,NP,Polk,2774,Ruffin
Appeals Court Judge,Totals,Total,Polk,5860,Ruffin
Appeals Court Judge,Doyle,NP,Pulaski,854,Ruffin
Appeals Court Judge,Sheffield,NP,Pulaski,1029,Ruffin
Appeals Court Judge,Totals,Total,Pulaski,1883,Ruffin
Appeals Court Judge,Doyle,NP,Putnam,2248,Ruffin
Appeals Court Judge,Sheffield,NP,Putnam,2152,Ruffin
Appeals Court Judge,Totals,Total,Putnam,4400,Ruffin
Appeals Court Judge,Doyle,NP,Quitman,172,Ruffin
Appeals Court Judge,Sheffield,NP,Quitman,194,Ruffin
Appeals Court Judge,Totals,Total,Quitman,366,Ruffin
Appeals Court Judge,Doyle,NP,Rabun,1629,Ruffin
Appeals Court Judge,Sheffield,NP,Rabun,1732,Ruffin
Appeals Court Judge,Totals,Total,Rabun,3361,Ruffin
Appeals Court Judge,Doyle,NP,Randolph,576,Ruffin
Appeals Court Judge,Sheffield,NP,Randolph,724,Ruffin
Appeals Court Judge,Totals,Total,Randolph,1300,Ruffin
Appeals Court Judge,Doyle,NP,Richmond,17989,Ruffin
Appeals Court Judge,Sheffield,NP,Richmond,13774,Ruffin
Appeals Court Judge,Totals,Total,Richmond,31763,Ruffin
Appeals Court Judge,Doyle,NP,Rockdale,8824,Ruffin
Appeals Court Judge,Sheffield,NP,Rockdale,8945,Ruffin
Appeals Court Judge,Totals,Total,Rockdale,17769,Ruffin
Appeals Court Judge,Doyle,NP,Schley,298,Ruffin
Appeals Court Judge,Sheffield,NP,Schley,400,Ruffin
Appeals Court Judge,Totals,Total,Schley,698,Ruffin
Appeals Court Judge,Doyle,NP,Screven,961,Ruffin
Appeals Court Judge,Sheffield,NP,Screven,1490,Ruffin
Appeals Court Judge,Totals,Total,Screven,2451,Ruffin
Appeals Court Judge,Doyle,NP,Seminole,554,Ruffin
Appeals Court Judge,Sheffield,NP,Seminole,895,Ruffin
Appeals Court Judge,Totals,Total,Seminole,1449,Ruffin
Appeals Court Judge,Doyle,NP,Spalding,5291,Ruffin
Appeals Court Judge,Sheffield,NP,Spalding,5538,Ruffin
Appeals Court Judge,Totals,Total,Spalding,10829,Ruffin
Appeals Court Judge,Doyle,NP,Stephens,1807,Ruffin
Appeals Court Judge,Sheffield,NP,Stephens,1977,Ruffin
Appeals Court Judge,Totals,Total,Stephens,3784,Ruffin
Appeals Court Judge,Doyle,NP,Stewart,296,Ruffin
Appeals Court Judge,Sheffield,NP,Stewart,333,Ruffin
Appeals Court Judge,Totals,Total,Stewart,629,Ruffin
Appeals Court Judge,Doyle,NP,Sumter,2133,Ruffin
Appeals Court Judge,Sheffield,NP,Sumter,2754,Ruffin
Appeals Court Judge,Totals,Total,Sumter,4887,Ruffin
Appeals Court Judge,Doyle,NP,Talbot,608,Ruffin
Appeals Court Judge,Sheffield,NP,Talbot,720,Ruffin
Appeals Court Judge,Totals,Total,Talbot,1328,Ruffin
Appeals Court Judge,Doyle,NP,Taliaferro,170,Ruffin
Appeals Court Judge,Sheffield,NP,Taliaferro,163,Ruffin
Appeals Court Judge,Totals,Total,Taliaferro,333,Ruffin
Appeals Court Judge,Doyle,NP,Tattnall,1398,Ruffin
Appeals Court Judge,Sheffield,NP,Tattnall,1563,Ruffin
Appeals Court Judge,Totals,Total,Tattnall,2961,Ruffin
Appeals Court Judge,Doyle,NP,Taylor,729,Ruffin
Appeals Court Judge,Sheffield,NP,Taylor,846,Ruffin
Appeals Court Judge,Totals,Total,Taylor,1575,Ruffin
Appeals Court Judge,Doyle,NP,Telfair,971,Ruffin
Appeals Court Judge,Sheffield,NP,Telfair,1171,Ruffin
Appeals Court Judge,Totals,Total,Telfair,2142,Ruffin
Appeals Court Judge,Doyle,NP,Terrell,998,Ruffin
Appeals Court Judge,Sheffield,NP,Terrell,987,Ruffin
Appeals Court Judge,Totals,Total,Terrell,1985,Ruffin
Appeals Court Judge,Doyle,NP,Thomas,3117,Ruffin
Appeals Court Judge,Sheffield,NP,Thomas,3657,Ruffin
Appeals Court Judge,Totals,Total,Thomas,6774,Ruffin
Appeals Court Judge,Doyle,NP,Tift,2826,Ruffin
Appeals Court Judge,Sheffield,NP,Tift,3513,Ruffin
Appeals Court Judge,Totals,Total,Tift,6339,Ruffin
Appeals Court Judge,Doyle,NP,Toombs,2015,Ruffin
Appeals Court Judge,Sheffield,NP,Toombs,1881,Ruffin
Appeals Court Judge,Totals,Total,Toombs,3896,Ruffin
Appeals Court Judge,Doyle,NP,Towns,1467,Ruffin
Appeals Court Judge,Sheffield,NP,Towns,1200,Ruffin
Appeals Court Judge,Totals,Total,Towns,2667,Ruffin
Appeals Court Judge,Doyle,NP,Treutlen,501,Ruffin
Appeals Court Judge,Sheffield,NP,Treutlen,488,Ruffin
Appeals Court Judge,Totals,Total,Treutlen,989,Ruffin
Appeals Court Judge,Doyle,NP,Troup,5610,Ruffin
Appeals Court Judge,Sheffield,NP,Troup,4795,Ruffin
Appeals Court Judge,Totals,Total,Troup,10405,Ruffin
Appeals Court Judge,Doyle,NP,Turner,723,Ruffin
Appeals Court Judge,Sheffield,NP,Turner,791,Ruffin
Appeals Court Judge,Totals,Total,Turner,1514,Ruffin
Appeals Court Judge,Doyle,NP,Twiggs,786,Ruffin
Appeals Court Judge,Sheffield,NP,Twiggs,1124,Ruffin
Appeals Court Judge,Totals,Total,Twiggs,1910,Ruffin
Appeals Court Judge,Doyle,NP,Union,2902,Ruffin
Appeals Court Judge,Sheffield,NP,Union,2094,Ruffin
Appeals Court Judge,Totals,Total,Union,4996,Ruffin
Appeals Court Judge,Doyle,NP,Upson,2356,Ruffin
Appeals Court Judge,Sheffield,NP,Upson,2481,Ruffin
Appeals Court Judge,Totals,Total,Upson,4837,Ruffin
Appeals Court Judge,Doyle,NP,Walker,4376,Ruffin
Appeals Court Judge,Sheffield,NP,Walker,4485,Ruffin
Appeals Court Judge,Totals,Total,Walker,8861,Ruffin
Appeals Court Judge,Doyle,NP,Walton,7990,Ruffin
Appeals Court Judge,Sheffield,NP,Walton,9521,Ruffin
Appeals Court Judge,Totals,Total,Walton,17511,Ruffin
Appeals Court Judge,Doyle,NP,Ware,1950,Ruffin
Appeals Court Judge,Sheffield,NP,Ware,3460,Ruffin
