county,precinct,office,district,party,candidate,election_day,absentee_by_mail,advance_in_person,provisional,votes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Litman Cathedral,President,,REP,MARCO RUBIO,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Phoebe Edu. Bldg,President,,REP,MARCO RUBIO,18,2,1,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Turner Elem School,President,,REP,MARCO RUBIO,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Jackson Heights Elem,President,,REP,MARCO RUBIO,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Bill Miller Center,President,,REP,MARCO RUBIO,3,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Radium Middle School,President,,REP,MARCO RUBIO,9,0,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Putney 1st Bapt Church,President,,REP,MARCO RUBIO,47,2,6,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,International Studie,President,,REP,MARCO RUBIO,9,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Phoebe East,President,,REP,MARCO RUBIO,12,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Pine Bluff Bapt Church,President,,REP,MARCO RUBIO,13,0,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Albany Middle School,President,,REP,MARCO RUBIO,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Christ Church,President,,REP,MARCO RUBIO,96,1,19,0,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Lamar Reese Elem School,President,,REP,MARCO RUBIO,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,First Christian Church,President,,REP,MARCO RUBIO,74,1,8,0,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Lovett Hall,President,,REP,MARCO RUBIO,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,,,,REP,MARCO RUBIO,1032,16,100,1,1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Palmyra Rd Meth Church,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Sherwood Elem School,President,,REP,RICK SANTORUM,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Covenant Pres Church,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Greenbriar Church,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Westover High School,President,,REP,RICK SANTORUM,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Merry Acres Middle,President,,REP,RICK SANTORUM,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Darton College,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Westtown Elem School,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Second Mt. Zion,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Mt. Zion Center,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Alice Coachman Elem,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Carver Teen Center,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Shiloh Baptist Church,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Litman Cathedral,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Phoebe Edu. Bldg,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Turner Elem School,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Jackson Heights Elem,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Bill Miller Center,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Radium Middle School,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Putney 1st Bapt Church,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,International Studie,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Phoebe East,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Pine Bluff Bapt Church,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Albany Middle School,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Christ Church,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Lamar Reese Elem School,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,First Christian Church,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Lovett Hall,President,,REP,RICK SANTORUM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,,,,REP,RICK SANTORUM,3,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Palmyra Rd Meth Church,President,,REP,DONALD J. TRUMP,218,2,12,0,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Sherwood Elem School,President,,REP,DONALD J. TRUMP,189,4,7,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Covenant Pres Church,President,,REP,DONALD J. TRUMP,210,6,17,0,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Greenbriar Church,President,,REP,DONALD J. TRUMP,425,7,39,0,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Westover High School,President,,REP,DONALD J. TRUMP,269,3,26,0,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Merry Acres Middle,President,,REP,DONALD J. TRUMP,260,3,16,1,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Darton College,President,,REP,DONALD J. TRUMP,133,4,12,1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Westtown Elem School,President,,REP,DONALD J. TRUMP,16,0,5,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Second Mt. Zion,President,,REP,DONALD J. TRUMP,179,2,9,0,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Mt. Zion Center,President,,REP,DONALD J. TRUMP,3,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Alice Coachman Elem,President,,REP,DONALD J. TRUMP,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Carver Teen Center,President,,REP,DONALD J. TRUMP,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Shiloh Baptist Church,President,,REP,DONALD J. TRUMP,3,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Litman Cathedral,President,,REP,DONALD J. TRUMP,3,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Phoebe Edu. Bldg,President,,REP,DONALD J. TRUMP,27,0,6,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Turner Elem School,President,,REP,DONALD J. TRUMP,6,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Jackson Heights Elem,President,,REP,DONALD J. TRUMP,4,0,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Bill Miller Center,President,,REP,DONALD J. TRUMP,26,0,4,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Radium Middle School,President,,REP,DONALD J. TRUMP,40,1,3,0,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Putney 1st Bapt Church,President,,REP,DONALD J. TRUMP,202,1,14,0,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,International Studie,President,,REP,DONALD J. TRUMP,37,0,2,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Phoebe East,President,,REP,DONALD J. TRUMP,47,0,1,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Pine Bluff Bapt Church,President,,REP,DONALD J. TRUMP,103,6,11,0,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Albany Middle School,President,,REP,DONALD J. TRUMP,10,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Christ Church,President,,REP,DONALD J. TRUMP,245,0,18,0,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Lamar Reese Elem School,President,,REP,DONALD J. TRUMP,5,0,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,First Christian Church,President,,REP,DONALD J. TRUMP,159,1,9,0,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Lovett Hall,President,,REP,DONALD J. TRUMP,1,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,,,,REP,DONALD J. TRUMP,2822,40,216,2,3080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Palmyra Rd Meth Church,President,,DEM,HILLARY CLINTON,134,3,27,2,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Sherwood Elem School,President,,DEM,HILLARY CLINTON,257,3,44,0,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Covenant Pres Church,President,,DEM,HILLARY CLINTON,152,0,38,1,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Greenbriar Church,President,,DEM,HILLARY CLINTON,405,7,92,2,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Westover High School,President,,DEM,HILLARY CLINTON,374,0,74,1,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Merry Acres Middle,President,,DEM,HILLARY CLINTON,148,4,32,1,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Darton College,President,,DEM,HILLARY CLINTON,493,9,139,1,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Westtown Elem School,President,,DEM,HILLARY CLINTON,688,21,166,1,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Second Mt. Zion,President,,DEM,HILLARY CLINTON,157,3,26,1,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Mt. Zion Center,President,,DEM,HILLARY CLINTON,605,24,140,1,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Alice Coachman Elem,President,,DEM,HILLARY CLINTON,168,3,57,0,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Carver Teen Center,President,,DEM,HILLARY CLINTON,276,10,38,1,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Shiloh Baptist Church,President,,DEM,HILLARY CLINTON,170,4,40,0,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Litman Cathedral,President,,DEM,HILLARY CLINTON,206,3,33,1,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Phoebe Edu. Bldg,President,,DEM,HILLARY CLINTON,129,2,23,1,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Turner Elem School,President,,DEM,HILLARY CLINTON,82,1,10,0,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Jackson Heights Elem,President,,DEM,HILLARY CLINTON,384,7,79,3,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Bill Miller Center,President,,DEM,HILLARY CLINTON,323,3,65,1,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Radium Middle School,President,,DEM,HILLARY CLINTON,102,2,17,0,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Putney 1st Bapt Church,President,,DEM,HILLARY CLINTON,299,2,70,1,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,International Studie,President,,DEM,HILLARY CLINTON,153,2,45,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Phoebe East,President,,DEM,HILLARY CLINTON,358,7,64,0,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Pine Bluff Bapt Church,President,,DEM,HILLARY CLINTON,259,2,53,3,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Albany Middle School,President,,DEM,HILLARY CLINTON,268,4,43,2,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Christ Church,President,,DEM,HILLARY CLINTON,161,2,43,1,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Lamar Reese Elem School,President,,DEM,HILLARY CLINTON,260,4,72,0,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,First Christian Church,President,,DEM,HILLARY CLINTON,115,5,16,0,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Lovett Hall,President,,DEM,HILLARY CLINTON,79,0,4,3,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,,,,DEM,HILLARY CLINTON,7205,137,1550,28,8920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Palmyra Rd Meth Church,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Sherwood Elem School,President,,DEM,MARTIN O'MALLEY,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Covenant Pres Church,President,,DEM,MARTIN O'MALLEY,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Greenbriar Church,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Westover High School,President,,DEM,MARTIN O'MALLEY,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Merry Acres Middle,President,,DEM,MARTIN O'MALLEY,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Darton College,President,,DEM,MARTIN O'MALLEY,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Westtown Elem School,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Second Mt. Zion,President,,DEM,MARTIN O'MALLEY,1,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Mt. Zion Center,President,,DEM,MARTIN O'MALLEY,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Alice Coachman Elem,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Carver Teen Center,President,,DEM,MARTIN O'MALLEY,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Shiloh Baptist Church,President,,DEM,MARTIN O'MALLEY,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Litman Cathedral,President,,DEM,MARTIN O'MALLEY,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Phoebe Edu. Bldg,President,,DEM,MARTIN O'MALLEY,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Turner Elem School,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Jackson Heights Elem,President,,DEM,MARTIN O'MALLEY,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Bill Miller Center,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Radium Middle School,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Putney 1st Bapt Church,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,International Studie,President,,DEM,MARTIN O'MALLEY,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Phoebe East,President,,DEM,MARTIN O'MALLEY,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Pine Bluff Bapt Church,President,,DEM,MARTIN O'MALLEY,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Albany Middle School,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Christ Church,President,,DEM,MARTIN O'MALLEY,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Lamar Reese Elem School,President,,DEM,MARTIN O'MALLEY,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,First Christian Church,President,,DEM,MARTIN O'MALLEY,1,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Lovett Hall,President,,DEM,MARTIN O'MALLEY,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,,,,DEM,MARTIN O'MALLEY,22,0,3,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Palmyra Rd Meth Church,President,,DEM,BERNIE SANDERS,50,0,4,0,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Sherwood Elem School,President,,DEM,BERNIE SANDERS,84,0,8,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Covenant Pres Church,President,,DEM,BERNIE SANDERS,44,3,6,0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Greenbriar Church,President,,DEM,BERNIE SANDERS,89,3,7,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Westover High School,President,,DEM,BERNIE SANDERS,83,5,18,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Merry Acres Middle,President,,DEM,BERNIE SANDERS,64,4,7,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Darton College,President,,DEM,BERNIE SANDERS,92,2,21,1,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Westtown Elem School,President,,DEM,BERNIE SANDERS,61,0,9,2,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Second Mt. Zion,President,,DEM,BERNIE SANDERS,23,0,2,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Mt. Zion Center,President,,DEM,BERNIE SANDERS,47,0,9,0,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Alice Coachman Elem,President,,DEM,BERNIE SANDERS,20,0,2,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Carver Teen Center,President,,DEM,BERNIE SANDERS,18,0,4,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Shiloh Baptist Church,President,,DEM,BERNIE SANDERS,14,0,4,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Litman Cathedral,President,,DEM,BERNIE SANDERS,15,0,1,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Phoebe Edu. Bldg,President,,DEM,BERNIE SANDERS,31,1,5,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Turner Elem School,President,,DEM,BERNIE SANDERS,13,0,2,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Jackson Heights Elem,President,,DEM,BERNIE SANDERS,42,0,8,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
