county,precinct,office,district,party,candidate,total_votes
Greene,OLD SALEM,State House,124,Republican,TREY RHODES,5200
Greene,OLD SALEM,State Senate,024,Republican,LEE ANDERSON,5623
Greene,OLD SALEM,U.S. House,010,Democrat,TABITHA JOHNSON-GREEN,1158
Greene,OLD SALEM,U.S. House,010,Republican,MIKE COLLINS,5142
Greene,OLD SALEM,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1448
Greene,OLD SALEM,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1400
Greene,OLD SALEM,U.S. Senate,,Libertarian,CHASE OLIVER,109
Greene,OLD SALEM,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,4744
Greene,OLD SALEM,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,4455
Greene,SILOAM,1% SALES AND USE TAX FOR EDUCATIONAL PURPOSES,,,NO,250
Greene,SILOAM,1% SALES AND USE TAX FOR EDUCATIONAL PURPOSES,,,YES,280
Greene,SILOAM,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",259
Greene,SILOAM,Attorney General,,Libertarian,MARTIN COWEN,5
Greene,SILOAM,Attorney General,,Republican,CHRIS CARR,281
Greene,SILOAM,COUNTY BOE,003,Democrat,REGINA CHESTER GAINER,138
Greene,SILOAM,COUNTY BOE,001,Democrat,SHEILA CARSON DRAKE,189
Greene,SILOAM,COUNTY BOE,001,Republican,STEVE KILGORE,154
Greene,SILOAM,COUNTY COMMISSION,001,Democrat,MELANIE MILLER,192
Greene,SILOAM,COUNTY COMMISSION,001,Republican,ANGELA DEERING,154
Greene,SILOAM,COUNTY COMMISSION,003,Republican,FRANKLIN DEE LINDSEY,156
Greene,SILOAM,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,250
Greene,SILOAM,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,7
Greene,SILOAM,Commissioner of Agriculture,,Republican,TYLER HARPER,286
Greene,SILOAM,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,258
Greene,SILOAM,Commissioner of Insurance,,Republican,JOHN KING,284
Greene,SILOAM,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",253
Greene,SILOAM,Commissioner of Labor,,Libertarian,EMILY ANDERSON,4
Greene,SILOAM,Commissioner of Labor,,Republican,BRUCE THOMPSON,283
Greene,SILOAM,Governor,,Democrat,STACEY ABRAMS,257
Greene,SILOAM,Governor,,Libertarian,SHANE HAZEL,1
Greene,SILOAM,Governor,,Republican,BRIAN KEMP,288
Greene,SILOAM,Lieutenant Governor,,Democrat,CHARLIE BAILEY,249
Greene,SILOAM,Lieutenant Governor,,Libertarian,RYAN GRAHAM,6
Greene,SILOAM,Lieutenant Governor,,Republican,BURT JONES,286
Greene,SILOAM,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,NO,99
Greene,SILOAM,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,YES,421
Greene,SILOAM,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,NO,90
Greene,SILOAM,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,YES,442
Greene,SILOAM,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - PIEDMONT,,NONPARTISAN,ANDREW TARPLEY DYAR,419
Greene,SILOAM,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,255
Greene,SILOAM,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,289
Greene,SILOAM,STATEWIDE REFERENDUM QUESTION 1,,,NO,182
Greene,SILOAM,STATEWIDE REFERENDUM QUESTION 1,,,YES,342
Greene,SILOAM,STATEWIDE REFERENDUM QUESTION 2,,,NO,150
Greene,SILOAM,STATEWIDE REFERENDUM QUESTION 2,,,YES,382
Greene,SILOAM,Secretary of State,,Democrat,BEE NGUYEN,245
Greene,SILOAM,Secretary of State,,Libertarian,TED METZ,10
Greene,SILOAM,Secretary of State,,Republican,BRAD RAFFENSPERGER,285
Greene,SILOAM,State House,124,Democrat,KAT HOWKINS,232
Greene,SILOAM,State House,124,Republican,TREY RHODES,308
Greene,SILOAM,State Senate,024,Republican,LEE ANDERSON,399
Greene,SILOAM,U.S. House,010,Democrat,TABITHA JOHNSON-GREEN,262
Greene,SILOAM,U.S. House,010,Republican,MIKE COLLINS,282
Greene,SILOAM,U.S. Senate,,Democrat,RAPHAEL WARNOCK,260
Greene,SILOAM,U.S. Senate,,Democrat,RAPHAEL WARNOCK,261
Greene,SILOAM,U.S. Senate,,Libertarian,CHASE OLIVER,6
Greene,SILOAM,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,278
Greene,SILOAM,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,257
Greene,UNION POINT,1% SALES AND USE TAX FOR EDUCATIONAL PURPOSES,,,NO,482
Greene,UNION POINT,1% SALES AND USE TAX FOR EDUCATIONAL PURPOSES,,,YES,486
Greene,UNION POINT,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",493
Greene,UNION POINT,Attorney General,,Libertarian,MARTIN COWEN,17
Greene,UNION POINT,Attorney General,,Republican,CHRIS CARR,480
Greene,UNION POINT,COUNTY BOE,003,Democrat,REGINA CHESTER GAINER,491
Greene,UNION POINT,COUNTY COMMISSION,003,Republican,FRANKLIN DEE LINDSEY,459
Greene,UNION POINT,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,471
Greene,UNION POINT,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,18
Greene,UNION POINT,Commissioner of Agriculture,,Republican,TYLER HARPER,498
Greene,UNION POINT,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,474
Greene,UNION POINT,Commissioner of Insurance,,Republican,JOHN KING,509
Greene,UNION POINT,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",475
Greene,UNION POINT,Commissioner of Labor,,Libertarian,EMILY ANDERSON,16
Greene,UNION POINT,Commissioner of Labor,,Republican,BRUCE THOMPSON,495
Greene,UNION POINT,Governor,,Democrat,STACEY ABRAMS,492
Greene,UNION POINT,Governor,,Libertarian,SHANE HAZEL,5
Greene,UNION POINT,Governor,,Republican,BRIAN KEMP,505
Greene,UNION POINT,Lieutenant Governor,,Democrat,CHARLIE BAILEY,475
Greene,UNION POINT,Lieutenant Governor,,Libertarian,RYAN GRAHAM,18
Greene,UNION POINT,Lieutenant Governor,,Republican,BURT JONES,489
Greene,UNION POINT,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,NO,168
Greene,UNION POINT,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,YES,778
Greene,UNION POINT,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,NO,130
Greene,UNION POINT,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,YES,832
Greene,UNION POINT,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - PIEDMONT,,NONPARTISAN,ANDREW TARPLEY DYAR,745
Greene,UNION POINT,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,476
Greene,UNION POINT,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,510
Greene,UNION POINT,STATEWIDE REFERENDUM QUESTION 1,,,NO,341
Greene,UNION POINT,STATEWIDE REFERENDUM QUESTION 1,,,YES,610
Greene,UNION POINT,STATEWIDE REFERENDUM QUESTION 2,,,NO,243
Greene,UNION POINT,STATEWIDE REFERENDUM QUESTION 2,,,YES,708
Greene,UNION POINT,Secretary of State,,Democrat,BEE NGUYEN,452
Greene,UNION POINT,Secretary of State,,Libertarian,TED METZ,29
Greene,UNION POINT,Secretary of State,,Republican,BRAD RAFFENSPERGER,499
Greene,UNION POINT,State House,124,Democrat,KAT HOWKINS,445
Greene,UNION POINT,State House,124,Republican,TREY RHODES,538
Greene,UNION POINT,State Senate,024,Republican,LEE ANDERSON,711
Greene,UNION POINT,U.S. House,010,Democrat,TABITHA JOHNSON-GREEN,489
Greene,UNION POINT,U.S. House,010,Republican,MIKE COLLINS,503
Greene,UNION POINT,U.S. Senate,,Democrat,RAPHAEL WARNOCK,510
Greene,UNION POINT,U.S. Senate,,Democrat,RAPHAEL WARNOCK,515
Greene,UNION POINT,U.S. Senate,,Libertarian,CHASE OLIVER,14
Greene,UNION POINT,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,467
Greene,UNION POINT,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,432
Greene,WHITE PLAINS,1% SALES AND USE TAX FOR EDUCATIONAL PURPOSES,,,NO,134
Greene,WHITE PLAINS,1% SALES AND USE TAX FOR EDUCATIONAL PURPOSES,,,YES,114
Greene,WHITE PLAINS,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",107
Greene,WHITE PLAINS,Attorney General,,Libertarian,MARTIN COWEN,7
Greene,WHITE PLAINS,Attorney General,,Republican,CHRIS CARR,143
Greene,WHITE PLAINS,COUNTY BOE,001,Democrat,SHEILA CARSON DRAKE,111
Greene,WHITE PLAINS,COUNTY BOE,001,Republican,STEVE KILGORE,147
Greene,WHITE PLAINS,COUNTY COMMISSION,001,Democrat,MELANIE MILLER,121
Greene,WHITE PLAINS,COUNTY COMMISSION,001,Republican,ANGELA DEERING,134
Greene,WHITE PLAINS,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,105
Greene,WHITE PLAINS,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,4
Greene,WHITE PLAINS,Commissioner of Agriculture,,Republican,TYLER HARPER,148
Greene,WHITE PLAINS,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,107
Greene,WHITE PLAINS,Commissioner of Insurance,,Republican,JOHN KING,151
Greene,WHITE PLAINS,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",108
Greene,WHITE PLAINS,Commissioner of Labor,,Libertarian,EMILY ANDERSON,2
Greene,WHITE PLAINS,Commissioner of Labor,,Republican,BRUCE THOMPSON,148
Greene,WHITE PLAINS,Governor,,Democrat,STACEY ABRAMS,107
Greene,WHITE PLAINS,Governor,,Libertarian,SHANE HAZEL,3
Greene,WHITE PLAINS,Governor,,Republican,BRIAN KEMP,148
Greene,WHITE PLAINS,Lieutenant Governor,,Democrat,CHARLIE BAILEY,104
Greene,WHITE PLAINS,Lieutenant Governor,,Libertarian,RYAN GRAHAM,3
Greene,WHITE PLAINS,Lieutenant Governor,,Republican,BURT JONES,150
Greene,WHITE PLAINS,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,NO,42
Greene,WHITE PLAINS,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,YES,206
Greene,WHITE PLAINS,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,NO,43
Greene,WHITE PLAINS,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,YES,209
Greene,WHITE PLAINS,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - PIEDMONT,,NONPARTISAN,ANDREW TARPLEY DYAR,198
Greene,WHITE PLAINS,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,105
Greene,WHITE PLAINS,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,153
Greene,WHITE PLAINS,STATEWIDE REFERENDUM QUESTION 1,,,NO,99
Greene,WHITE PLAINS,STATEWIDE REFERENDUM QUESTION 1,,,YES,147
Greene,WHITE PLAINS,STATEWIDE REFERENDUM QUESTION 2,,,NO,72
Greene,WHITE PLAINS,STATEWIDE REFERENDUM QUESTION 2,,,YES,176
Greene,WHITE PLAINS,Secretary of State,,Democrat,BEE NGUYEN,107
Greene,WHITE PLAINS,Secretary of State,,Libertarian,TED METZ,8
Greene,WHITE PLAINS,Secretary of State,,Republican,BRAD RAFFENSPERGER,140
Greene,WHITE PLAINS,State House,124,Democrat,KAT HOWKINS,97
Greene,WHITE PLAINS,State House,124,Republican,TREY RHODES,161
Greene,WHITE PLAINS,State Senate,024,Republican,LEE ANDERSON,186
Greene,WHITE PLAINS,U.S. House,010,Democrat,TABITHA JOHNSON-GREEN,107
Greene,WHITE PLAINS,U.S. House,010,Republican,MIKE COLLINS,151
Greene,WHITE PLAINS,U.S. Senate,,Democrat,RAPHAEL WARNOCK,109
Greene,WHITE PLAINS,U.S. Senate,,Democrat,RAPHAEL WARNOCK,100
Greene,WHITE PLAINS,U.S. Senate,,Libertarian,CHASE OLIVER,2
Greene,WHITE PLAINS,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,144
Greene,WHITE PLAINS,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,120
Gwinnett,001 HARBINS A,U.S. Senate,,Democrat,RAPHAEL WARNOCK,2165
Gwinnett,001 HARBINS A,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1449
Gwinnett,002 ROCKBRIDGE A,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1503
Gwinnett,002 ROCKBRIDGE A,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,309
Gwinnett,003 DACULA,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1407
Gwinnett,003 DACULA,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,822
Gwinnett,004 SUWANEE A,U.S. Senate,,Democrat,RAPHAEL WARNOCK,551
Gwinnett,004 SUWANEE A,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,377
Gwinnett,005 BAYCREEK A,U.S. Senate,,Democrat,RAPHAEL WARNOCK,808
Gwinnett,005 BAYCREEK A,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,680
Gwinnett,006 GOODWINS A,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1092
Gwinnett,006 GOODWINS A,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,654
Gwinnett,007 DULUTH A,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1702
Gwinnett,007 DULUTH A,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,935
Gwinnett,008 DUNCANS A,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1092
Gwinnett,008 DUNCANS A,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1437
Gwinnett,009 PUCKETTS A,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1200
Gwinnett,009 PUCKETTS A,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1858
Gwinnett,010 CATES A,U.S. Senate,,Democrat,RAPHAEL WARNOCK,634
Gwinnett,010 CATES A,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,584
Gwinnett,011 BERKSHIRE A,U.S. Senate,,Democrat,RAPHAEL WARNOCK,694
Gwinnett,011 BERKSHIRE A,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,320
Gwinnett,012 BERKSHIRE B,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1509
Gwinnett,012 BERKSHIRE B,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,504
Gwinnett,013 DUNCANS C,U.S. Senate,,Democrat,RAPHAEL WARNOCK,637
Gwinnett,013 DUNCANS C,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1019
Gwinnett,014 GARNERS A,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1074
Gwinnett,014 GARNERS A,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,869
Gwinnett,015 LAWRENCEVILLE A,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1015
Gwinnett,015 LAWRENCEVILLE A,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,613
Gwinnett,016 LAWRENCEVILLE B,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1651
Gwinnett,016 LAWRENCEVILLE B,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,557
Gwinnett,017 MARTINS A,U.S. Senate,,Democrat,RAPHAEL WARNOCK,886
Gwinnett,017 MARTINS A,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,226
Gwinnett,018 MARTINS B,U.S. Senate,,Democrat,RAPHAEL WARNOCK,799
Gwinnett,018 MARTINS B,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,346
Gwinnett,019 MARTINS C,U.S. Senate,,Democrat,RAPHAEL WARNOCK,795
Gwinnett,019 MARTINS C,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,391
Gwinnett,020 PINCKNEYVILLE A,U.S. Senate,,Democrat,RAPHAEL WARNOCK,743
Gwinnett,020 PINCKNEYVILLE A,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,136
Gwinnett,021 PINCKNEYVILLE B,U.S. Senate,,Democrat,RAPHAEL WARNOCK,821
Gwinnett,021 PINCKNEYVILLE B,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,243
Gwinnett,022 PINCKNEYVILLE C,U.S. Senate,,Democrat,RAPHAEL WARNOCK,726
Gwinnett,022 PINCKNEYVILLE C,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,540
Gwinnett,023 PINCKNEYVILLE D,U.S. Senate,,Democrat,RAPHAEL WARNOCK,497
Gwinnett,023 PINCKNEYVILLE D,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,161
Gwinnett,024 SUGAR HILL A,U.S. Senate,,Democrat,RAPHAEL WARNOCK,852
Gwinnett,024 SUGAR HILL A,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,952
Gwinnett,025 SUGAR HILL B,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1388
Gwinnett,025 SUGAR HILL B,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1350
Gwinnett,026 HOG MOUNTAIN A,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1404
Gwinnett,026 HOG MOUNTAIN A,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,763
Gwinnett,027 HOG MOUNTAIN B,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1195
Gwinnett,027 HOG MOUNTAIN B,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1139
Gwinnett,028 ROCKYCREEK A,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1585
Gwinnett,028 ROCKYCREEK A,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1469
Gwinnett,029 CATES B,U.S. Senate,,Democrat,RAPHAEL WARNOCK,423
Gwinnett,029 CATES B,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,405
Gwinnett,030 CATES C,U.S. Senate,,Democrat,RAPHAEL WARNOCK,944
Gwinnett,030 CATES C,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,410
Gwinnett,031 HOG MOUNTAIN D,U.S. Senate,,Democrat,RAPHAEL WARNOCK,749
Gwinnett,031 HOG MOUNTAIN D,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,700
Gwinnett,032 BERKSHIRE D,U.S. Senate,,Democrat,RAPHAEL WARNOCK,886
Gwinnett,032 BERKSHIRE D,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,563
Gwinnett,033 BERKSHIRE E,U.S. Senate,,Democrat,RAPHAEL WARNOCK,595
Gwinnett,033 BERKSHIRE E,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,488
Gwinnett,034 BERKSHIRE F,U.S. Senate,,Democrat,RAPHAEL WARNOCK,543
Gwinnett,034 BERKSHIRE F,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,294
Gwinnett,035 CATES D,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1229
Gwinnett,035 CATES D,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,710
Gwinnett,036 CATES E,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1001
Gwinnett,036 CATES E,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,695
Gwinnett,037 PINCKNEYVILLE E,U.S. Senate,,Democrat,RAPHAEL WARNOCK,540
Gwinnett,037 PINCKNEYVILLE E,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,143
Gwinnett,038 PINCKNEYVILLE F,U.S. Senate,,Democrat,RAPHAEL WARNOCK,665
Gwinnett,038 PINCKNEYVILLE F,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,244
Gwinnett,039 DUNCANS D,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1464
Gwinnett,039 DUNCANS D,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,2258
Gwinnett,040 PINCKNEYVILLE H,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1536
Gwinnett,040 PINCKNEYVILLE H,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,994
Gwinnett,041 BAYCREEK B,U.S. Senate,,Democrat,RAPHAEL WARNOCK,2112
Gwinnett,041 BAYCREEK B,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,707
Gwinnett,042 LAWRENCEVILLE C,U.S. Senate,,Democrat,RAPHAEL WARNOCK,671
Gwinnett,042 LAWRENCEVILLE C,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,641
Gwinnett,043 MARTINS D,U.S. Senate,,Democrat,RAPHAEL WARNOCK,634
Gwinnett,043 MARTINS D,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,149
Gwinnett,044 ROCKBRIDGE B,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1379
Gwinnett,044 ROCKBRIDGE B,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,383
Gwinnett,045 GARNERS B,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1121
Gwinnett,045 GARNERS B,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,414
Gwinnett,046 CATES F,U.S. Senate,,Democrat,RAPHAEL WARNOCK,444
Gwinnett,046 CATES F,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,489
Gwinnett,047 CATES G,U.S. Senate,,Democrat,RAPHAEL WARNOCK,905
Gwinnett,047 CATES G,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,774
Gwinnett,048 DULUTH B,U.S. Senate,,Democrat,RAPHAEL WARNOCK,871
Gwinnett,048 DULUTH B,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,687
Gwinnett,049 GARNERS C,U.S. Senate,,Democrat,RAPHAEL WARNOCK,578
Gwinnett,049 GARNERS C,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,327
Gwinnett,050 PINCKNEYVILLE I,U.S. Senate,,Democrat,RAPHAEL WARNOCK,580
Gwinnett,050 PINCKNEYVILLE I,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,177
Gwinnett,051 PINCKNEYVILLE J,U.S. Senate,,Democrat,RAPHAEL WARNOCK,598
Gwinnett,051 PINCKNEYVILLE J,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,97
Gwinnett,052 BERKSHIRE G,U.S. Senate,,Democrat,RAPHAEL WARNOCK,729
Gwinnett,052 BERKSHIRE G,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,568
Gwinnett,053 CATES H,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1171
Gwinnett,053 CATES H,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,371
Gwinnett,054 SUGAR HILL C,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1165
Gwinnett,054 SUGAR HILL C,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1442
Gwinnett,055 SUGAR HILL D,U.S. Senate,,Democrat,RAPHAEL WARNOCK,965
Gwinnett,055 SUGAR HILL D,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1169
Gwinnett,056 DULUTH C,U.S. Senate,,Democrat,RAPHAEL WARNOCK,608
Gwinnett,056 DULUTH C,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,425
Gwinnett,057 DULUTH D,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1347
Gwinnett,057 DULUTH D,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,650
Gwinnett,058 PINCKNEYVILLE K,U.S. Senate,,Democrat,RAPHAEL WARNOCK,873
Gwinnett,058 PINCKNEYVILLE K,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,235
Gwinnett,059 PINCKNEYVILLE N,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1147
Gwinnett,059 PINCKNEYVILLE N,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,185
Gwinnett,060 LAWRENCEVILLE D,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1190
Gwinnett,060 LAWRENCEVILLE D,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,311
Gwinnett,061 LAWRENCEVILLE E,U.S. Senate,,Democrat,RAPHAEL WARNOCK,622
Gwinnett,061 LAWRENCEVILLE E,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,498
Gwinnett,062 PINCKNEYVILLE L,U.S. Senate,,Democrat,RAPHAEL WARNOCK,748
Gwinnett,062 PINCKNEYVILLE L,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,833
Gwinnett,063 PINCKNEYVILLE M,U.S. Senate,,Democrat,RAPHAEL WARNOCK,729
Gwinnett,063 PINCKNEYVILLE M,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1002
Gwinnett,064 GARNERS D,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1310
Gwinnett,064 GARNERS D,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,331
Gwinnett,065 BERKSHIRE H,U.S. Senate,,Democrat,RAPHAEL WARNOCK,448
Gwinnett,065 BERKSHIRE H,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,232
Gwinnett,066 PINCKNEYVILLE O,U.S. Senate,,Democrat,RAPHAEL WARNOCK,824
Gwinnett,066 PINCKNEYVILLE O,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,220
Gwinnett,067 PUCKETTS E,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1468
Gwinnett,067 PUCKETTS E,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1050
Gwinnett,068 CATES I,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1138
Gwinnett,068 CATES I,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,655
Gwinnett,069 CATES J,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1092
Gwinnett,069 CATES J,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,562
Gwinnett,070 GOODWINS B,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1008
Gwinnett,070 GOODWINS B,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,941
Gwinnett,071 LAWRENCEVILLE F,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1355
Gwinnett,071 LAWRENCEVILLE F,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,356
Gwinnett,072 MARTINS E,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1368
Gwinnett,072 MARTINS E,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,170
Gwinnett,073 PINCKNEYVILLE P,U.S. Senate,,Democrat,RAPHAEL WARNOCK,668
Gwinnett,073 PINCKNEYVILLE P,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,439
Gwinnett,074 PINCKNEYVILLE Q,U.S. Senate,,Democrat,RAPHAEL WARNOCK,536
Gwinnett,074 PINCKNEYVILLE Q,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,81
Gwinnett,075 ROCKBRIDGE C,U.S. Senate,,Democrat,RAPHAEL WARNOCK,2203
Gwinnett,075 ROCKBRIDGE C,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,376
Gwinnett,076 ROCKBRIDGE D,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1469
