county,precinct,office,district,party,candidate,total_votes
Dekalb,EMORY SOUTH,CONSTITUTIONAL AMENDMENT #1,,,YES,1808
Dekalb,EMORY SOUTH,CONSTITUTIONAL AMENDMENT #2,,,NO,126
Dekalb,EMORY SOUTH,CONSTITUTIONAL AMENDMENT #2,,,YES,1854
Dekalb,EMORY SOUTH,COUNTY COMMISSIONER,002,Democrat,MICHELLE LONG SPEARS,1752
Dekalb,EMORY SOUTH,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,1486
Dekalb,EMORY SOUTH,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,48
Dekalb,EMORY SOUTH,Commissioner of Agriculture,,Republican,TYLER HARPER,455
Dekalb,EMORY SOUTH,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,1504
Dekalb,EMORY SOUTH,Commissioner of Insurance,,Republican,JOHN KING,484
Dekalb,EMORY SOUTH,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",1511
Dekalb,EMORY SOUTH,Commissioner of Labor,,Libertarian,EMILY ANDERSON,65
Dekalb,EMORY SOUTH,Commissioner of Labor,,Republican,BRUCE THOMPSON,415
Dekalb,EMORY SOUTH,Governor,,Democrat,STACEY ABRAMS,1574
Dekalb,EMORY SOUTH,Governor,,Libertarian,SHANE HAZEL,13
Dekalb,EMORY SOUTH,Governor,,Republican,BRIAN KEMP,436
Dekalb,EMORY SOUTH,Lieutenant Governor,,Democrat,CHARLIE BAILEY,1580
Dekalb,EMORY SOUTH,Lieutenant Governor,,Libertarian,RYAN GRAHAM,49
Dekalb,EMORY SOUTH,Lieutenant Governor,,Republican,BURT JONES,385
Dekalb,EMORY SOUTH,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,CAROL HAYES,1606
Dekalb,EMORY SOUTH,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,PAIGE PENLAND,1307
Dekalb,EMORY SOUTH,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,1479
Dekalb,EMORY SOUTH,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,510
Dekalb,EMORY SOUTH,STATEWIDE REFERENDUM A,,,NO,1141
Dekalb,EMORY SOUTH,STATEWIDE REFERENDUM A,,,YES,771
Dekalb,EMORY SOUTH,STATEWIDE REFERENDUM B,,,NO,614
Dekalb,EMORY SOUTH,STATEWIDE REFERENDUM B,,,YES,1305
Dekalb,EMORY SOUTH,Secretary of State,,Democrat,BEE NGUYEN,1508
Dekalb,EMORY SOUTH,Secretary of State,,Libertarian,TED METZ,37
Dekalb,EMORY SOUTH,Secretary of State,,Republican,BRAD RAFFENSPERGER,478
Dekalb,EMORY SOUTH,State House,089,Democrat,BECKY EVANS,1638
Dekalb,EMORY SOUTH,State House,089,Republican,RICK SHEPPARD,361
Dekalb,EMORY SOUTH,State Senate,042,Democrat,ELENA PARENT,1775
Dekalb,EMORY SOUTH,U.S. House,005,Democrat,NIKEMA WILLIAMS,1605
Dekalb,EMORY SOUTH,U.S. House,005,Republican,CHRISTIAN ZIMM,395
Dekalb,EMORY SOUTH,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1662
Dekalb,EMORY SOUTH,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1606
Dekalb,EMORY SOUTH,U.S. Senate,,Libertarian,CHASE OLIVER,37
Dekalb,EMORY SOUTH,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,323
Dekalb,EMORY SOUTH,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,275
Dekalb,EVANSDALE ELEM,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",1326
Dekalb,EVANSDALE ELEM,Attorney General,,Libertarian,MARTIN COWEN,35
Dekalb,EVANSDALE ELEM,Attorney General,,Republican,CHRIS CARR,664
Dekalb,EVANSDALE ELEM,CONSTITUTIONAL AMENDMENT #1,,,NO,195
Dekalb,EVANSDALE ELEM,CONSTITUTIONAL AMENDMENT #1,,,YES,1799
Dekalb,EVANSDALE ELEM,CONSTITUTIONAL AMENDMENT #2,,,NO,140
Dekalb,EVANSDALE ELEM,CONSTITUTIONAL AMENDMENT #2,,,YES,1852
Dekalb,EVANSDALE ELEM,COUNTY COMMISSIONER,007,Democrat,LORRAINE COCHRAN-JOHNSON,1667
Dekalb,EVANSDALE ELEM,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,1260
Dekalb,EVANSDALE ELEM,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,64
Dekalb,EVANSDALE ELEM,Commissioner of Agriculture,,Republican,TYLER HARPER,683
Dekalb,EVANSDALE ELEM,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,1284
Dekalb,EVANSDALE ELEM,Commissioner of Insurance,,Republican,JOHN KING,723
Dekalb,EVANSDALE ELEM,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",1277
Dekalb,EVANSDALE ELEM,Commissioner of Labor,,Libertarian,EMILY ANDERSON,76
Dekalb,EVANSDALE ELEM,Commissioner of Labor,,Republican,BRUCE THOMPSON,652
Dekalb,EVANSDALE ELEM,Governor,,Democrat,STACEY ABRAMS,1315
Dekalb,EVANSDALE ELEM,Governor,,Libertarian,SHANE HAZEL,13
Dekalb,EVANSDALE ELEM,Governor,,Republican,BRIAN KEMP,708
Dekalb,EVANSDALE ELEM,Lieutenant Governor,,Democrat,CHARLIE BAILEY,1330
Dekalb,EVANSDALE ELEM,Lieutenant Governor,,Libertarian,RYAN GRAHAM,56
Dekalb,EVANSDALE ELEM,Lieutenant Governor,,Republican,BURT JONES,627
Dekalb,EVANSDALE ELEM,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,CAROL HAYES,1599
Dekalb,EVANSDALE ELEM,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,PAIGE PENLAND,1189
Dekalb,EVANSDALE ELEM,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,1276
Dekalb,EVANSDALE ELEM,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,736
Dekalb,EVANSDALE ELEM,STATEWIDE REFERENDUM A,,,NO,993
Dekalb,EVANSDALE ELEM,STATEWIDE REFERENDUM A,,,YES,957
Dekalb,EVANSDALE ELEM,STATEWIDE REFERENDUM B,,,NO,516
Dekalb,EVANSDALE ELEM,STATEWIDE REFERENDUM B,,,YES,1438
Dekalb,EVANSDALE ELEM,Secretary of State,,Democrat,BEE NGUYEN,1244
Dekalb,EVANSDALE ELEM,Secretary of State,,Libertarian,TED METZ,38
Dekalb,EVANSDALE ELEM,Secretary of State,,Republican,BRAD RAFFENSPERGER,739
Dekalb,EVANSDALE ELEM,State House,081,Democrat,SCOTT HOLCOMB,1396
Dekalb,EVANSDALE ELEM,State House,081,Republican,MARY WILLIAMS BENEFIELD,621
Dekalb,EVANSDALE ELEM,State Senate,040,Democrat,SALLY HARRELL,1390
Dekalb,EVANSDALE ELEM,State Senate,040,Republican,AUSTIN MCDONALD,627
Dekalb,EVANSDALE ELEM,U.S. House,004,Democrat,"HENRY C ""HANK"" JOHNSON JR",1354
Dekalb,EVANSDALE ELEM,U.S. House,004,Republican,JONATHAN CHAVEZ,667
Dekalb,EVANSDALE ELEM,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1402
Dekalb,EVANSDALE ELEM,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1328
Dekalb,EVANSDALE ELEM,U.S. Senate,,Libertarian,CHASE OLIVER,56
Dekalb,EVANSDALE ELEM,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,562
Dekalb,EVANSDALE ELEM,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,507
Dekalb,FAIRINGTON ELEM,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",1740
Dekalb,FAIRINGTON ELEM,Attorney General,,Libertarian,MARTIN COWEN,35
Dekalb,FAIRINGTON ELEM,Attorney General,,Republican,CHRIS CARR,79
Dekalb,FAIRINGTON ELEM,"CITY COUNCILMEMBER, DISTRICT POST 3 - STONECREST",AT-LARGE,NONPARTISAN,ALECIA WASHINGTON,1705
Dekalb,FAIRINGTON ELEM,CONSTITUTIONAL AMENDMENT #1,,,NO,237
Dekalb,FAIRINGTON ELEM,CONSTITUTIONAL AMENDMENT #1,,,YES,1570
Dekalb,FAIRINGTON ELEM,CONSTITUTIONAL AMENDMENT #2,,,NO,89
Dekalb,FAIRINGTON ELEM,CONSTITUTIONAL AMENDMENT #2,,,YES,1744
Dekalb,FAIRINGTON ELEM,COUNTY COMMISSIONER,007,Democrat,LORRAINE COCHRAN-JOHNSON,1809
Dekalb,FAIRINGTON ELEM,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,1747
Dekalb,FAIRINGTON ELEM,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,31
Dekalb,FAIRINGTON ELEM,Commissioner of Agriculture,,Republican,TYLER HARPER,70
Dekalb,FAIRINGTON ELEM,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,1758
Dekalb,FAIRINGTON ELEM,Commissioner of Insurance,,Republican,JOHN KING,84
Dekalb,FAIRINGTON ELEM,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",1720
Dekalb,FAIRINGTON ELEM,Commissioner of Labor,,Libertarian,EMILY ANDERSON,57
Dekalb,FAIRINGTON ELEM,Commissioner of Labor,,Republican,BRUCE THOMPSON,70
Dekalb,FAIRINGTON ELEM,Governor,,Democrat,STACEY ABRAMS,1800
Dekalb,FAIRINGTON ELEM,Governor,,Libertarian,SHANE HAZEL,11
Dekalb,FAIRINGTON ELEM,Governor,,Republican,BRIAN KEMP,59
Dekalb,FAIRINGTON ELEM,Lieutenant Governor,,Democrat,CHARLIE BAILEY,1734
Dekalb,FAIRINGTON ELEM,Lieutenant Governor,,Libertarian,RYAN GRAHAM,37
Dekalb,FAIRINGTON ELEM,Lieutenant Governor,,Republican,BURT JONES,73
Dekalb,FAIRINGTON ELEM,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,CAROL HAYES,1478
Dekalb,FAIRINGTON ELEM,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,PAIGE PENLAND,1203
Dekalb,FAIRINGTON ELEM,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,1771
Dekalb,FAIRINGTON ELEM,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,78
Dekalb,FAIRINGTON ELEM,STATEWIDE REFERENDUM A,,,NO,585
Dekalb,FAIRINGTON ELEM,STATEWIDE REFERENDUM A,,,YES,1214
Dekalb,FAIRINGTON ELEM,STATEWIDE REFERENDUM B,,,NO,394
Dekalb,FAIRINGTON ELEM,STATEWIDE REFERENDUM B,,,YES,1419
Dekalb,FAIRINGTON ELEM,Secretary of State,,Democrat,BEE NGUYEN,1703
Dekalb,FAIRINGTON ELEM,Secretary of State,,Libertarian,TED METZ,33
Dekalb,FAIRINGTON ELEM,Secretary of State,,Republican,BRAD RAFFENSPERGER,110
Dekalb,FAIRINGTON ELEM,State House,091,Democrat,ANGELA MOORE,1785
Dekalb,FAIRINGTON ELEM,State Senate,010,Democrat,EMANUEL D JONES,1789
Dekalb,FAIRINGTON ELEM,U.S. House,004,Democrat,"HENRY C ""HANK"" JOHNSON JR",1761
Dekalb,FAIRINGTON ELEM,U.S. House,004,Republican,JONATHAN CHAVEZ,78
Dekalb,FAIRINGTON ELEM,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1787
Dekalb,FAIRINGTON ELEM,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1670
Dekalb,FAIRINGTON ELEM,U.S. Senate,,Libertarian,CHASE OLIVER,24
Dekalb,FAIRINGTON ELEM,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,55
Dekalb,FAIRINGTON ELEM,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,44
Dekalb,FERNBANK ELEM,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",1360
Dekalb,FERNBANK ELEM,Attorney General,,Libertarian,MARTIN COWEN,17
Dekalb,FERNBANK ELEM,Attorney General,,Republican,CHRIS CARR,347
Dekalb,FERNBANK ELEM,CONSTITUTIONAL AMENDMENT #1,,,NO,136
Dekalb,FERNBANK ELEM,CONSTITUTIONAL AMENDMENT #1,,,YES,1539
Dekalb,FERNBANK ELEM,CONSTITUTIONAL AMENDMENT #2,,,NO,151
Dekalb,FERNBANK ELEM,CONSTITUTIONAL AMENDMENT #2,,,YES,1526
Dekalb,FERNBANK ELEM,COUNTY COMMISSIONER,002,Democrat,MICHELLE LONG SPEARS,1471
Dekalb,FERNBANK ELEM,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,1223
Dekalb,FERNBANK ELEM,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,37
Dekalb,FERNBANK ELEM,Commissioner of Agriculture,,Republican,TYLER HARPER,428
Dekalb,FERNBANK ELEM,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,1259
Dekalb,FERNBANK ELEM,Commissioner of Insurance,,Republican,JOHN KING,427
Dekalb,FERNBANK ELEM,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",1284
Dekalb,FERNBANK ELEM,Commissioner of Labor,,Libertarian,EMILY ANDERSON,37
Dekalb,FERNBANK ELEM,Commissioner of Labor,,Republican,BRUCE THOMPSON,371
Dekalb,FERNBANK ELEM,Governor,,Democrat,STACEY ABRAMS,1312
Dekalb,FERNBANK ELEM,Governor,,Libertarian,SHANE HAZEL,11
Dekalb,FERNBANK ELEM,Governor,,Republican,BRIAN KEMP,411
Dekalb,FERNBANK ELEM,Lieutenant Governor,,Democrat,CHARLIE BAILEY,1368
Dekalb,FERNBANK ELEM,Lieutenant Governor,,Libertarian,RYAN GRAHAM,27
Dekalb,FERNBANK ELEM,Lieutenant Governor,,Republican,BURT JONES,323
Dekalb,FERNBANK ELEM,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,CAROL HAYES,1300
Dekalb,FERNBANK ELEM,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,PAIGE PENLAND,1002
Dekalb,FERNBANK ELEM,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,1208
Dekalb,FERNBANK ELEM,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,482
Dekalb,FERNBANK ELEM,STATEWIDE REFERENDUM A,,,NO,1040
Dekalb,FERNBANK ELEM,STATEWIDE REFERENDUM A,,,YES,574
Dekalb,FERNBANK ELEM,STATEWIDE REFERENDUM B,,,NO,556
Dekalb,FERNBANK ELEM,STATEWIDE REFERENDUM B,,,YES,1050
Dekalb,FERNBANK ELEM,Secretary of State,,Democrat,BEE NGUYEN,1257
Dekalb,FERNBANK ELEM,Secretary of State,,Libertarian,TED METZ,22
Dekalb,FERNBANK ELEM,Secretary of State,,Republican,BRAD RAFFENSPERGER,452
Dekalb,FERNBANK ELEM,State House,089,Democrat,BECKY EVANS,1402
Dekalb,FERNBANK ELEM,State House,089,Republican,RICK SHEPPARD,312
Dekalb,FERNBANK ELEM,State Senate,042,Democrat,ELENA PARENT,1499
Dekalb,FERNBANK ELEM,U.S. House,005,Democrat,NIKEMA WILLIAMS,1352
Dekalb,FERNBANK ELEM,U.S. House,005,Republican,CHRISTIAN ZIMM,353
Dekalb,FERNBANK ELEM,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1407
Dekalb,FERNBANK ELEM,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1440
Dekalb,FERNBANK ELEM,U.S. Senate,,Libertarian,CHASE OLIVER,30
Dekalb,FERNBANK ELEM,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,295
Dekalb,FERNBANK ELEM,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,254
Dekalb,FLAKES MILL,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",988
Dekalb,FLAKES MILL,Attorney General,,Libertarian,MARTIN COWEN,19
Dekalb,FLAKES MILL,Attorney General,,Republican,CHRIS CARR,38
Dekalb,FLAKES MILL,CONSTITUTIONAL AMENDMENT #1,,,NO,149
Dekalb,FLAKES MILL,CONSTITUTIONAL AMENDMENT #1,,,YES,878
Dekalb,FLAKES MILL,CONSTITUTIONAL AMENDMENT #2,,,NO,87
Dekalb,FLAKES MILL,CONSTITUTIONAL AMENDMENT #2,,,YES,952
Dekalb,FLAKES MILL,COUNTY COMMISSIONER,003,Democrat,LARRY JOHNSON,1008
Dekalb,FLAKES MILL,COUNTY COMMISSIONER,007,Democrat,LORRAINE COCHRAN-JOHNSON,1011
Dekalb,FLAKES MILL,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,991
Dekalb,FLAKES MILL,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,17
Dekalb,FLAKES MILL,Commissioner of Agriculture,,Republican,TYLER HARPER,37
Dekalb,FLAKES MILL,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,1001
Dekalb,FLAKES MILL,Commissioner of Insurance,,Republican,JOHN KING,43
Dekalb,FLAKES MILL,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",981
Dekalb,FLAKES MILL,Commissioner of Labor,,Libertarian,EMILY ANDERSON,28
Dekalb,FLAKES MILL,Commissioner of Labor,,Republican,BRUCE THOMPSON,37
Dekalb,FLAKES MILL,Governor,,Democrat,STACEY ABRAMS,1027
Dekalb,FLAKES MILL,Governor,,Libertarian,SHANE HAZEL,5
Dekalb,FLAKES MILL,Governor,,Republican,BRIAN KEMP,33
Dekalb,FLAKES MILL,Lieutenant Governor,,Democrat,CHARLIE BAILEY,981
Dekalb,FLAKES MILL,Lieutenant Governor,,Libertarian,RYAN GRAHAM,18
Dekalb,FLAKES MILL,Lieutenant Governor,,Republican,BURT JONES,39
Dekalb,FLAKES MILL,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,CAROL HAYES,818
Dekalb,FLAKES MILL,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,PAIGE PENLAND,647
Dekalb,FLAKES MILL,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,1007
Dekalb,FLAKES MILL,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,42
Dekalb,FLAKES MILL,STATEWIDE REFERENDUM A,,,NO,393
Dekalb,FLAKES MILL,STATEWIDE REFERENDUM A,,,YES,624
Dekalb,FLAKES MILL,STATEWIDE REFERENDUM B,,,NO,271
Dekalb,FLAKES MILL,STATEWIDE REFERENDUM B,,,YES,749
Dekalb,FLAKES MILL,Secretary of State,,Democrat,BEE NGUYEN,970
Dekalb,FLAKES MILL,Secretary of State,,Libertarian,TED METZ,14
Dekalb,FLAKES MILL,Secretary of State,,Republican,BRAD RAFFENSPERGER,61
Dekalb,FLAKES MILL,State House,089,Democrat,BECKY EVANS,989
Dekalb,FLAKES MILL,State House,089,Republican,RICK SHEPPARD,39
Dekalb,FLAKES MILL,State Senate,010,Democrat,EMANUEL D JONES,1007
Dekalb,FLAKES MILL,U.S. House,004,Democrat,"HENRY C ""HANK"" JOHNSON JR",996
Dekalb,FLAKES MILL,U.S. House,004,Republican,JONATHAN CHAVEZ,44
Dekalb,FLAKES MILL,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1028
Dekalb,FLAKES MILL,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1009
Dekalb,FLAKES MILL,U.S. Senate,,Libertarian,CHASE OLIVER,8
Dekalb,FLAKES MILL,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,29
Dekalb,FLAKES MILL,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,21
Dekalb,FLAT ROCK ELEM,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",1597
Dekalb,FLAT ROCK ELEM,Attorney General,,Libertarian,MARTIN COWEN,24
Dekalb,FLAT ROCK ELEM,Attorney General,,Republican,CHRIS CARR,74
Dekalb,FLAT ROCK ELEM,CONSTITUTIONAL AMENDMENT #1,,,NO,195
Dekalb,FLAT ROCK ELEM,CONSTITUTIONAL AMENDMENT #1,,,YES,1468
Dekalb,FLAT ROCK ELEM,CONSTITUTIONAL AMENDMENT #2,,,NO,92
Dekalb,FLAT ROCK ELEM,CONSTITUTIONAL AMENDMENT #2,,,YES,1586
Dekalb,FLAT ROCK ELEM,COUNTY COMMISSIONER,007,Democrat,LORRAINE COCHRAN-JOHNSON,1667
Dekalb,FLAT ROCK ELEM,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,1607
Dekalb,FLAT ROCK ELEM,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,22
Dekalb,FLAT ROCK ELEM,Commissioner of Agriculture,,Republican,TYLER HARPER,67
Dekalb,FLAT ROCK ELEM,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,1625
Dekalb,FLAT ROCK ELEM,Commissioner of Insurance,,Republican,JOHN KING,69
Dekalb,FLAT ROCK ELEM,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",1594
Dekalb,FLAT ROCK ELEM,Commissioner of Labor,,Libertarian,EMILY ANDERSON,34
Dekalb,FLAT ROCK ELEM,Commissioner of Labor,,Republican,BRUCE THOMPSON,66
Dekalb,FLAT ROCK ELEM,Governor,,Democrat,STACEY ABRAMS,1631
Dekalb,FLAT ROCK ELEM,Governor,,Libertarian,SHANE HAZEL,6
Dekalb,FLAT ROCK ELEM,Governor,,Republican,BRIAN KEMP,78
Dekalb,FLAT ROCK ELEM,Lieutenant Governor,,Democrat,CHARLIE BAILEY,1596
Dekalb,FLAT ROCK ELEM,Lieutenant Governor,,Libertarian,RYAN GRAHAM,32
Dekalb,FLAT ROCK ELEM,Lieutenant Governor,,Republican,BURT JONES,64
Dekalb,FLAT ROCK ELEM,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,CAROL HAYES,1419
Dekalb,FLAT ROCK ELEM,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,PAIGE PENLAND,1080
Dekalb,FLAT ROCK ELEM,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,1632
Dekalb,FLAT ROCK ELEM,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,68
Dekalb,FLAT ROCK ELEM,STATEWIDE REFERENDUM A,,,NO,584
Dekalb,FLAT ROCK ELEM,STATEWIDE REFERENDUM A,,,YES,1059
Dekalb,FLAT ROCK ELEM,STATEWIDE REFERENDUM B,,,NO,381
Dekalb,FLAT ROCK ELEM,STATEWIDE REFERENDUM B,,,YES,1277
Dekalb,FLAT ROCK ELEM,Secretary of State,,Democrat,BEE NGUYEN,1568
Dekalb,FLAT ROCK ELEM,Secretary of State,,Libertarian,TED METZ,16
Dekalb,FLAT ROCK ELEM,Secretary of State,,Republican,BRAD RAFFENSPERGER,110
Dekalb,FLAT ROCK ELEM,State House,091,Democrat,ANGELA MOORE,1657
Dekalb,FLAT ROCK ELEM,State Senate,043,Democrat,TONYA P ANDERSON,1615
Dekalb,FLAT ROCK ELEM,State Senate,043,Republican,MELANIE WILLIAMS,68
Dekalb,FLAT ROCK ELEM,U.S. House,004,Democrat,"HENRY C ""HANK"" JOHNSON JR",1620
Dekalb,FLAT ROCK ELEM,U.S. House,004,Republican,JONATHAN CHAVEZ,74
Dekalb,FLAT ROCK ELEM,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1646
Dekalb,FLAT ROCK ELEM,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1627
Dekalb,FLAT ROCK ELEM,U.S. Senate,,Libertarian,CHASE OLIVER,14
Dekalb,FLAT ROCK ELEM,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,50
Dekalb,FLAT ROCK ELEM,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,57
Dekalb,FLAT SHOALS,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",986
Dekalb,FLAT SHOALS,Attorney General,,Libertarian,MARTIN COWEN,10
Dekalb,FLAT SHOALS,Attorney General,,Republican,CHRIS CARR,37
Dekalb,FLAT SHOALS,CONSTITUTIONAL AMENDMENT #1,,,NO,168
Dekalb,FLAT SHOALS,CONSTITUTIONAL AMENDMENT #1,,,YES,849
Dekalb,FLAT SHOALS,CONSTITUTIONAL AMENDMENT #2,,,NO,79
Dekalb,FLAT SHOALS,CONSTITUTIONAL AMENDMENT #2,,,YES,940
Dekalb,FLAT SHOALS,COUNTY COMMISSIONER,003,Democrat,LARRY JOHNSON,1005
Dekalb,FLAT SHOALS,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,973
Dekalb,FLAT SHOALS,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,22
Dekalb,FLAT SHOALS,Commissioner of Agriculture,,Republican,TYLER HARPER,28
Dekalb,FLAT SHOALS,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,984
Dekalb,FLAT SHOALS,Commissioner of Insurance,,Republican,JOHN KING,41
Dekalb,FLAT SHOALS,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",978
Dekalb,FLAT SHOALS,Commissioner of Labor,,Libertarian,EMILY ANDERSON,24
Dekalb,FLAT SHOALS,Commissioner of Labor,,Republican,BRUCE THOMPSON,30
Dekalb,FLAT SHOALS,Governor,,Democrat,STACEY ABRAMS,1001
Dekalb,FLAT SHOALS,Governor,,Libertarian,SHANE HAZEL,6
Dekalb,FLAT SHOALS,Governor,,Republican,BRIAN KEMP,36
Dekalb,FLAT SHOALS,Lieutenant Governor,,Democrat,CHARLIE BAILEY,978
Dekalb,FLAT SHOALS,Lieutenant Governor,,Libertarian,RYAN GRAHAM,17
Dekalb,FLAT SHOALS,Lieutenant Governor,,Republican,BURT JONES,30
Dekalb,FLAT SHOALS,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,CAROL HAYES,827
Dekalb,FLAT SHOALS,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,PAIGE PENLAND,614
Dekalb,FLAT SHOALS,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,991
Dekalb,FLAT SHOALS,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,37
Dekalb,FLAT SHOALS,STATEWIDE REFERENDUM A,,,NO,368
Dekalb,FLAT SHOALS,STATEWIDE REFERENDUM A,,,YES,633
Dekalb,FLAT SHOALS,STATEWIDE REFERENDUM B,,,NO,267
Dekalb,FLAT SHOALS,STATEWIDE REFERENDUM B,,,YES,738
Dekalb,FLAT SHOALS,Secretary of State,,Democrat,BEE NGUYEN,961
Dekalb,FLAT SHOALS,Secretary of State,,Libertarian,TED METZ,10
Dekalb,FLAT SHOALS,Secretary of State,,Republican,BRAD RAFFENSPERGER,56
Dekalb,FLAT SHOALS,State House,089,Democrat,BECKY EVANS,987
Dekalb,FLAT SHOALS,State House,089,Republican,RICK SHEPPARD,33
